2020-05-29 09:36:08.037968	https://www.encodeproject.org/report/?type=Experiment&status=released&assay_title=TF+ChIP-seq&target.investigated_as=transcription+factor&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&files.file_type=bed+narrowPeak&award.project=ENCODE&field=%40id&field=accession&field=target.label&field=target.genes.symbol&field=dbxrefs&limit=all
ID	Accession	Target of assay	Target gene symbol	External resources
/experiments/ENCSR000DNA/	ENCSR000DNA	CTCF	CTCF	UCSC-ENCODE-hg19:wgEncodeEH002078,FactorBook:ENCSR000DNA,GEO:GSM822289
/experiments/ENCSR000BRN/	ENCSR000BRN	NFIC	NFIC	FactorBook:ENCSR000BRN,GEO:GSM1010881,UCSC-ENCODE-hg19:wgEncodeEH002343
/experiments/ENCSR000BIT/	ENCSR000BIT	TCF12	TCF12	FactorBook:ENCSR000BIT,GEO:GSM803427,UCSC-ENCODE-hg19:wgEncodeEH001531
/experiments/ENCSR000BRQ/	ENCSR000BRQ	CEBPB	CEBPB	GEO:GSM1010878,FactorBook:ENCSR000BRQ,UCSC-ENCODE-hg19:wgEncodeEH002346
/experiments/ENCSR000EIB/	ENCSR000EIB	JUND	JUND	GEO:GSM1003632,UCSC-ENCODE-hg19:wgEncodeEH003372,FactorBook:ENCSR000EIB
/experiments/ENCSR000EFU/	ENCSR000EFU	ELK1	ELK1	GEO:GSM1003620,FactorBook:ENCSR000EFU,UCSC-ENCODE-hg19:wgEncodeEH003356
/experiments/ENCSR000EDO/	ENCSR000EDO	CEBPZ	CEBPZ	FactorBook:ENCSR000EDO,GEO:GSM935274,UCSC-ENCODE-hg19:wgEncodeEH002859
/experiments/ENCSR000EHA/	ENCSR000EHA	TBP	TBP	UCSC-ENCODE-hg19:wgEncodeEH001825,FactorBook:ENCSR000EHA,GEO:GSM935495
/experiments/ENCSR000DPG/	ENCSR000DPG	CTCF	CTCF	GEO:GSM749695,UCSC-ENCODE-hg19:wgEncodeEH000975,FactorBook:ENCSR000DPG
/experiments/ENCSR000BGI/	ENCSR000BGI	USF1	USF1	UCSC-ENCODE-hg19:wgEncodeEH001468,FactorBook:ENCSR000BGI,GEO:GSM803347
/experiments/ENCSR000DZI/	ENCSR000DZI	MXI1	MXI1	UCSC-ENCODE-hg19:wgEncodeEH002026,FactorBook:ENCSR000DZI,GEO:GSM935431
/experiments/ENCSR000BKL/	ENCSR000BKL	ESR1	ESR1	UCSC-ENCODE-hg19:wgEncodeEH001575,FactorBook:ENCSR000BKL,GEO:GSM803541
/experiments/ENCSR000BTK/	ENCSR000BTK	GABPA	GABPA	GEO:GSM1010822,UCSC-ENCODE-hg19:wgEncodeEH003252,FactorBook:ENCSR000BTK
/experiments/ENCSR000DRK/	ENCSR000DRK	CTCF	CTCF	UCSC-ENCODE-hg19:wgEncodeEH002053,FactorBook:ENCSR000DRK,GEO:GSM849302
/experiments/ENCSR000DRL/	ENCSR000DRL	CTCF	CTCF	UCSC-ENCODE-hg19:wgEncodeEH002054,FactorBook:ENCSR000DRL,GEO:GSM849304
/experiments/ENCSR000EFV/	ENCSR000EFV	MAX	MAX	UCSC-ENCODE-hg19:wgEncodeEH002869,FactorBook:ENCSR000EFV,GEO:GSM935344
/experiments/ENCSR000BJB/	ENCSR000BJB	USF1	USF1	UCSC-ENCODE-hg19:wgEncodeEH001539,GEO:GSM803429,FactorBook:ENCSR000BJB
/experiments/ENCSR000EHJ/	ENCSR000EHJ	STAT1	STAT1	GEO:GSM935488,UCSC-ENCODE-hg19:wgEncodeEH000761,FactorBook:ENCSR000EHJ
/experiments/ENCSR000BPK/	ENCSR000BPK	REST	REST	FactorBook:ENCSR000BPK,UCSC-ENCODE-hg19:wgEncodeEH002280,GEO:GSM1010792
/experiments/ENCSR000DKY/	ENCSR000DKY	CTCF	CTCF	GEO:GSM822299,FactorBook:ENCSR000DKY,UCSC-ENCODE-hg19:wgEncodeEH000562
/experiments/ENCSR000BJR/	ENCSR000BJR	NR3C1	NR3C1	FactorBook:ENCSR000BJR,UCSC-ENCODE-hg19:wgEncodeEH001555,GEO:GSM803371
/experiments/ENCSR000DUB/	ENCSR000DUB	CTCF	CTCF	FactorBook:ENCSR000DUB,GEO:GSM749739,UCSC-ENCODE-hg19:wgEncodeEH000398
/experiments/ENCSR000EFW/	ENCSR000EFW	UBTF	UBTF	UCSC-ENCODE-hg19:wgEncodeEH002863,FactorBook:ENCSR000EFW,GEO:GSM935338
/experiments/ENCSR000BRO/	ENCSR000BRO	MYBL2	MYBL2	GEO:GSM1010876,FactorBook:ENCSR000BRO,UCSC-ENCODE-hg19:wgEncodeEH002344
/experiments/ENCSR000BKD/	ENCSR000BKD	YY1	YY1	GEO:GSM803513,UCSC-ENCODE-hg19:wgEncodeEH001567,FactorBook:ENCSR000BKD
/experiments/ENCSR000EFX/	ENCSR000EFX	MAZ	MAZ	UCSC-ENCODE-hg19:wgEncodeEH002862,GEO:GSM935337,FactorBook:ENCSR000EFX
/experiments/ENCSR000EFH/	ENCSR000EFH	MAFK	MAFK	FactorBook:ENCSR000EFH,GEO:GSM935403,UCSC-ENCODE-hg19:wgEncodeEH002832
/experiments/ENCSR000BGM/	ENCSR000BGM	USF1	USF1	UCSC-ENCODE-hg19:wgEncodeEH001472,FactorBook:ENCSR000BGM,GEO:GSM803527
/experiments/ENCSR000EZK/	ENCSR000EZK	STAT1	STAT1	FactorBook:ENCSR000EZK,UCSC-ENCODE-hg19:wgEncodeEH000614,GEO:GSM935360
/experiments/ENCSR000BHW/	ENCSR000BHW	CTCF	CTCF	GEO:GSM803456,FactorBook:ENCSR000BHW,UCSC-ENCODE-hg19:wgEncodeEH001508
/experiments/ENCSR000EZW/	ENCSR000EZW	JUN	JUN	FactorBook:ENCSR000EZW,GEO:GSM935467,UCSC-ENCODE-hg19:wgEncodeEH000668
/experiments/ENCSR000BQU/	ENCSR000BQU	ATF2	ATF2	UCSC-ENCODE-hg19:wgEncodeEH002316,FactorBook:ENCSR000BQU,GEO:GSM1010742
/experiments/ENCSR094ZCF/	ENCSR094ZCF	CEBPG	CEBPG	FactorBook:ENCSR094ZCF,GEO:GSE105249
/experiments/ENCSR534VHI/	ENCSR534VHI	ETS1	ETS1	GEO:GSE96224,FactorBook:ENCSR534VHI
/experiments/ENCSR637QAM/	ENCSR637QAM	TRIM22	TRIM22	GEO:GSE91940,FactorBook:ENCSR637QAM
/experiments/ENCSR000BKO/	ENCSR000BKO	SP1	SP1	UCSC-ENCODE-hg19:wgEncodeEH001578,GEO:GSM803505,FactorBook:ENCSR000BKO
/experiments/ENCSR000EFS/	ENCSR000EFS	JUN	JUN	FactorBook:ENCSR000EFS,GEO:GSM1003609,UCSC-ENCODE-hg19:wgEncodeEH003369
/experiments/ENCSR000ANE/	ENCSR000ANE	CTCF	CTCF	UCSC-ENCODE-hg19:wgEncodeEH000110,FactorBook:ENCSR000ANE,GEO:GSM733762
/experiments/ENCSR000EFE/	ENCSR000EFE	MXI1	MXI1	GEO:GSM1003614,UCSC-ENCODE-hg19:wgEncodeEH003366,FactorBook:ENCSR000EFE
/experiments/ENCSR000DLW/	ENCSR000DLW	CTCF	CTCF	UCSC-ENCODE-hg19:wgEncodeEH000551,FactorBook:ENCSR000DLW,GEO:GSM822279
/experiments/ENCSR000DQI/	ENCSR000DQI	CTCF	CTCF	FactorBook:ENCSR000DQI,UCSC-ENCODE-hg19:wgEncodeEH000403,GEO:GSM749752
/experiments/ENCSR000BNX/	ENCSR000BNX	YY1	YY1	UCSC-ENCODE-hg19:wgEncodeEH001671,GEO:GSM803354,FactorBook:ENCSR000BNX
/experiments/ENCSR000BGT/	ENCSR000BGT	BATF	BATF	UCSC-ENCODE-hg19:wgEncodeEH001479,GEO:GSM803538,FactorBook:ENCSR000BGT
/experiments/ENCSR000BPT/	ENCSR000BPT	ELF1	ELF1	FactorBook:ENCSR000BPT,GEO:GSM1010790,UCSC-ENCODE-hg19:wgEncodeEH002289
/experiments/ENCSR000DRU/	ENCSR000DRU	CTCF	CTCF	GEO:GSM749764,UCSC-ENCODE-hg19:wgEncodeEH000452,FactorBook:ENCSR000DRU
/experiments/ENCSR000DYG/	ENCSR000DYG	MAX	MAX	GEO:GSM935298,UCSC-ENCODE-hg19:wgEncodeEH002820,FactorBook:ENCSR000DYG
/experiments/ENCSR000BMA/	ENCSR000BMA	EP300	EP300	UCSC-ENCODE-hg19:wgEncodeEH001616,GEO:GSM803495,FactorBook:ENCSR000BMA
/experiments/ENCSR000BMI/	ENCSR000BMI	SRF	SRF	FactorBook:ENCSR000BMI,GEO:GSM803477,UCSC-ENCODE-hg19:wgEncodeEH001624
/experiments/ENCSR000BRF/	ENCSR000BRF	JUND	JUND	FactorBook:ENCSR000BRF,UCSC-ENCODE-hg19:wgEncodeEH002327,GEO:GSM1010723
/experiments/ENCSR000EVU/	ENCSR000EVU	FOS	FOS	GEO:GSM935585,UCSC-ENCODE-hg19:wgEncodeEH001774,FactorBook:ENCSR000EVU
/experiments/ENCSR000BJZ/	ENCSR000BJZ	BCLAF1	BCLAF1	FactorBook:ENCSR000BJZ,GEO:GSM803509,UCSC-ENCODE-hg19:wgEncodeEH001563
/experiments/ENCSR000BMZ/	ENCSR000BMZ	ELF1	ELF1	UCSC-ENCODE-hg19:wgEncodeEH001641,GEO:GSM803415,FactorBook:ENCSR000BMZ
/experiments/ENCSR000DZJ/	ENCSR000DZJ	BHLHE40	BHLHE40	GEO:GSM935430,FactorBook:ENCSR000DZJ,UCSC-ENCODE-hg19:wgEncodeEH002025
/experiments/ENCSR000BQX/	ENCSR000BQX	NFIC	NFIC	GEO:GSM1010741,FactorBook:ENCSR000BQX,UCSC-ENCODE-hg19:wgEncodeEH002319
/experiments/ENCSR000DQD/	ENCSR000DQD	CTCF	CTCF	GEO:GSM1022653,FactorBook:ENCSR000DQD,UCSC-ENCODE-hg19:wgEncodeEH001891
/experiments/ENCSR605YWG/	ENCSR605YWG	TBX3	TBX3	GEO:GSE91909,FactorBook:ENCSR605YWG
/experiments/ENCSR000BKH/	ENCSR000BKH	BCLAF1	BCLAF1	UCSC-ENCODE-hg19:wgEncodeEH001571,FactorBook:ENCSR000BKH,GEO:GSM803515
/experiments/ENCSR000EIA/	ENCSR000EIA	MXI1	MXI1	UCSC-ENCODE-hg19:wgEncodeEH003373,GEO:GSM1003631,FactorBook:ENCSR000EIA
/experiments/ENCSR000DNC/	ENCSR000DNC	CTCF	CTCF	GEO:GSM822271,UCSC-ENCODE-hg19:wgEncodeEH000559,FactorBook:ENCSR000DNC
/experiments/ENCSR000DPV/	ENCSR000DPV	CTCF	CTCF	UCSC-ENCODE-hg19:wgEncodeEH000979,GEO:GSM749759,FactorBook:ENCSR000DPV
/experiments/ENCSR000EEW/	ENCSR000EEW	ESRRA	ESRRA	FactorBook:ENCSR000EEW,GEO:GSM935621,UCSC-ENCODE-hg19:wgEncodeEH000751
/experiments/ENCSR000DYB/	ENCSR000DYB	CTCF	CTCF	FactorBook:ENCSR000DYB,GEO:GSM1022637,UCSC-ENCODE-hg19:wgEncodeEH001902
/experiments/ENCSR000BNL/	ENCSR000BNL	SP2	SP2	GEO:GSM803402,UCSC-ENCODE-hg19:wgEncodeEH001653,FactorBook:ENCSR000BNL
/experiments/ENCSR000DMY/	ENCSR000DMY	CTCF	CTCF	FactorBook:ENCSR000DMY,UCSC-ENCODE-hg19:wgEncodeEH003440,GEO:GSM1006893
/experiments/ENCSR000EWY/	ENCSR000EWY	ZNF274	ZNF274	GEO:GSM935584,FactorBook:ENCSR000EWY,UCSC-ENCODE-hg19:wgEncodeEH001775
/experiments/ENCSR000BNW/	ENCSR000BNW	SIX5	SIX5	GEO:GSM803378,FactorBook:ENCSR000BNW,UCSC-ENCODE-hg19:wgEncodeEH001664
/experiments/ENCSR000DZA/	ENCSR000DZA	MAZ	MAZ	UCSC-ENCODE-hg19:wgEncodeEH002852,GEO:GSM935283,FactorBook:ENCSR000DZA
/experiments/ENCSR000EFQ/	ENCSR000EFQ	ZMIZ1	ZMIZ1	FactorBook:ENCSR000EFQ,UCSC-ENCODE-hg19:wgEncodeEH003381,GEO:GSM1003611
/experiments/ENCSR000BGU/	ENCSR000BGU	EBF1	EBF1	UCSC-ENCODE-hg19:wgEncodeEH001480,FactorBook:ENCSR000BGU,GEO:GSM803386
/experiments/ENCSR000BHF/	ENCSR000BHF	NR3C1	NR3C1	GEO:GSM803358,FactorBook:ENCSR000BHF,UCSC-ENCODE-hg19:wgEncodeEH001491
/experiments/ENCSR422ZAO/	ENCSR422ZAO	IRF3	IRF3	FactorBook:ENCSR422ZAO,GEO:GSE91752
/experiments/ENCSR000BQI/	ENCSR000BQI	CEBPB	CEBPB	GEO:GSM1010778,UCSC-ENCODE-hg19:wgEncodeEH002304,FactorBook:ENCSR000BQI
/experiments/ENCSR000BHC/	ENCSR000BHC	ZBTB33	ZBTB33	GEO:GSM803392,UCSC-ENCODE-hg19:wgEncodeEH001488,FactorBook:ENCSR000BHC
/experiments/ENCSR000EEO/	ENCSR000EEO	SREBF1	SREBF1	UCSC-ENCODE-hg19:wgEncodeEH000759,FactorBook:ENCSR000EEO,GEO:GSM935627
/experiments/ENCSR000ATN/	ENCSR000ATN	CTCF	CTCF	GEO:GSM1003508,FactorBook:ENCSR000ATN,UCSC-ENCODE-hg19:wgEncodeEH003097
/experiments/ENCSR443WKD/	ENCSR443WKD	CTCF	CTCF	FactorBook:ENCSR443WKD,GEO:GSE142970
/experiments/ENCSR000DRB/	ENCSR000DRB	CTCF	CTCF	FactorBook:ENCSR000DRB,UCSC-ENCODE-hg19:wgEncodeEH000447,GEO:GSM749762
/experiments/ENCSR000EFO/	ENCSR000EFO	CUX1	CUX1	FactorBook:ENCSR000EFO,GEO:GSM1003622,UCSC-ENCODE-hg19:wgEncodeEH003391
/experiments/ENCSR000DOP/	ENCSR000DOP	FOS	FOS	GEO:GSM935398,UCSC-ENCODE-hg19:wgEncodeEH002837,FactorBook:ENCSR000DOP
/experiments/ENCSR000EEU/	ENCSR000EEU	HNF4A	HNF4A	GEO:GSM935619,FactorBook:ENCSR000EEU,UCSC-ENCODE-hg19:wgEncodeEH000753
/experiments/ENCSR000DYD/	ENCSR000DYD	CTCF	CTCF	FactorBook:ENCSR000DYD,UCSC-ENCODE-hg19:wgEncodeEH003384,GEO:GSM1003606
/experiments/ENCSR857RJQ/	ENCSR857RJQ	CTCF	CTCF	GEO:GSE143104,FactorBook:ENCSR857RJQ
/experiments/ENCSR298ZPF/	ENCSR298ZPF	CTCF	CTCF	FactorBook:ENCSR298ZPF,GEO:GSE142947
/experiments/ENCSR000DNR/	ENCSR000DNR	NFYB	NFYB	UCSC-ENCODE-hg19:wgEncodeEH002067,FactorBook:ENCSR000DNR,GEO:GSM935408
/experiments/ENCSR527TPP/	ENCSR527TPP	CTCF	CTCF	FactorBook:ENCSR527TPP
/experiments/ENCSR000EWH/	ENCSR000EWH	NR2C2	NR2C2	GEO:GSM935374,FactorBook:ENCSR000EWH,UCSC-ENCODE-hg19:wgEncodeEH000682
/experiments/ENCSR000EEH/	ENCSR000EEH	NRF1	NRF1	UCSC-ENCODE-hg19:wgEncodeEH001802,FactorBook:ENCSR000EEH,GEO:GSM935648
/experiments/ENCSR000EFM/	ENCSR000EFM	CEBPB	CEBPB	GEO:GSM935519,FactorBook:ENCSR000EFM,UCSC-ENCODE-hg19:wgEncodeEH002807
/experiments/ENCSR000DZL/	ENCSR000DZL	ZNF143	ZNF143	GEO:GSM935613,UCSC-ENCODE-hg19:wgEncodeEH001853,FactorBook:ENCSR000DZL
/experiments/ENCSR000EWM/	ENCSR000EWM	GATA1	GATA1	GEO:GSM935540,FactorBook:ENCSR000EWM,UCSC-ENCODE-hg19:wgEncodeEH000638
/experiments/ENCSR000AOA/	ENCSR000AOA	CTCF	CTCF	GEO:GSM733785,UCSC-ENCODE-hg19:wgEncodeEH001012,FactorBook:ENCSR000AOA
/experiments/ENCSR000BOU/	ENCSR000BOU	SP2	SP2	UCSC-ENCODE-hg19:wgEncodeEH002264,FactorBook:ENCSR000BOU,GEO:GSM1010787
/experiments/ENCSR066TET/	ENCSR066TET	RFX1	RFX1	FactorBook:ENCSR066TET,GEO:GSE91448
/experiments/ENCSR936XTK/	ENCSR936XTK	ZNF143	ZNF143	FactorBook:ENCSR936XTK,GEO:GSE92177
/experiments/ENCSR028NUR/	ENCSR028NUR	ZNF592	ZNF592	GEO:GSE91425,FactorBook:ENCSR028NUR
/experiments/ENCSR701AQS/	ENCSR701AQS	ZNF592	ZNF592	FactorBook:ENCSR701AQS,GEO:GSE91993
/experiments/ENCSR897JAS/	ENCSR897JAS	CREB1	CREB1	FactorBook:ENCSR897JAS,GEO:GSE106068
/experiments/ENCSR000BGR/	ENCSR000BGR	PBX3	PBX3	UCSC-ENCODE-hg19:wgEncodeEH001477,GEO:GSM803532,FactorBook:ENCSR000BGR
/experiments/ENCSR125ZYC/	ENCSR125ZYC	KLF9	KLF9	FactorBook:ENCSR125ZYC,GEO:GSE105301
/experiments/ENCSR601OGE/	ENCSR601OGE	HNF4A	HNF4A	FactorBook:ENCSR601OGE,GEO:GSE96260
/experiments/ENCSR000DZG/	ENCSR000DZG	EP300	EP300	UCSC-ENCODE-hg19:wgEncodeEH002037,FactorBook:ENCSR000DZG,GEO:GSM935562
/experiments/ENCSR000EBR/	ENCSR000EBR	MXI1	MXI1	UCSC-ENCODE-hg19:wgEncodeEH002829,FactorBook:ENCSR000EBR,GEO:GSM935293
/experiments/ENCSR000DLE/	ENCSR000DLE	CTCF	CTCF	GEO:GSM822277,UCSC-ENCODE-hg19:wgEncodeEH000571,FactorBook:ENCSR000DLE
/experiments/ENCSR000BIO/	ENCSR000BIO	NR3C1	NR3C1	GEO:GSM803395,UCSC-ENCODE-hg19:wgEncodeEH001526,FactorBook:ENCSR000BIO
/experiments/ENCSR000EDS/	ENCSR000EDS	MAX	MAX	FactorBook:ENCSR000EDS,UCSC-ENCODE-hg19:wgEncodeEH002796,GEO:GSM935406
/experiments/ENCSR000EWU/	ENCSR000EWU	ZNF217	ZNF217	FactorBook:ENCSR000EWU,UCSC-ENCODE-hg19:wgEncodeEH002036,GEO:GSM935563
/experiments/ENCSR000DOG/	ENCSR000DOG	ATF3	ATF3	FactorBook:ENCSR000DOG,GEO:GSM935391,UCSC-ENCODE-hg19:wgEncodeEH000700
/experiments/ENCSR000BIV/	ENCSR000BIV	SRF	SRF	FactorBook:ENCSR000BIV,UCSC-ENCODE-hg19:wgEncodeEH001533,GEO:GSM803425
/experiments/ENCSR000EGN/	ENCSR000EGN	JUND	JUND	UCSC-ENCODE-hg19:wgEncodeEH002164,FactorBook:ENCSR000EGN,GEO:GSM935569
/experiments/ENCSR000BIP/	ENCSR000BIP	BCL11A	BCL11A	GEO:GSM803396,FactorBook:ENCSR000BIP,UCSC-ENCODE-hg19:wgEncodeEH001527
/experiments/ENCSR000EBQ/	ENCSR000EBQ	BACH1	BACH1	UCSC-ENCODE-hg19:wgEncodeEH002842,GEO:GSM935580,FactorBook:ENCSR000EBQ
/experiments/ENCSR000EFT/	ENCSR000EFT	GATA1	GATA1	UCSC-ENCODE-hg19:wgEncodeEH003368,GEO:GSM1003608,FactorBook:ENCSR000EFT
/experiments/ENCSR000BLX/	ENCSR000BLX	CTCF	CTCF	UCSC-ENCODE-hg19:wgEncodeEH001613,GEO:GSM803333,FactorBook:ENCSR000BLX
/experiments/ENCSR000DYP/	ENCSR000DYP	ZNF384	ZNF384	GEO:GSM1003602,UCSC-ENCODE-hg19:wgEncodeEH003388,FactorBook:ENCSR000DYP
/experiments/ENCSR000BRB/	ENCSR000BRB	CREB1	CREB1	UCSC-ENCODE-hg19:wgEncodeEH002323,FactorBook:ENCSR000BRB,GEO:GSM1010719
/experiments/ENCSR000AKB/	ENCSR000AKB	CTCF	CTCF	UCSC-ENCODE-hg19:wgEncodeEH000029,FactorBook:ENCSR000AKB,GEO:GSM733752
/experiments/ENCSR000DRP/	ENCSR000DRP	CTCF	CTCF	UCSC-ENCODE-hg19:wgEncodeEH000450,FactorBook:ENCSR000DRP,GEO:GSM749730
/experiments/ENCSR000BMJ/	ENCSR000BMJ	BCL11A	BCL11A	UCSC-ENCODE-hg19:wgEncodeEH001625,GEO:GSM803476,FactorBook:ENCSR000BMJ
/experiments/ENCSR000BLI/	ENCSR000BLI	E2F6	E2F6	FactorBook:ENCSR000BLI,UCSC-ENCODE-hg19:wgEncodeEH001598,GEO:GSM803469
/experiments/ENCSR000EGC/	ENCSR000EGC	RCOR1	RCOR1	GEO:GSM935385,UCSC-ENCODE-hg19:wgEncodeEH002847,FactorBook:ENCSR000EGC
/experiments/ENCSR000BKP/	ENCSR000BKP	JUND	JUND	UCSC-ENCODE-hg19:wgEncodeEH001579,FactorBook:ENCSR000BKP,GEO:GSM803529
/experiments/ENCSR000BJI/	ENCSR000BJI	PAX5	PAX5	FactorBook:ENCSR000BJI,GEO:GSM803334,UCSC-ENCODE-hg19:wgEncodeEH001546
/experiments/ENCSR000DYR/	ENCSR000DYR	CUX1	CUX1	UCSC-ENCODE-hg19:wgEncodeEH003386,FactorBook:ENCSR000DYR,GEO:GSM1003604
/experiments/ENCSR000BJJ/	ENCSR000BJJ	REST	REST	UCSC-ENCODE-hg19:wgEncodeEH001547,FactorBook:ENCSR000BJJ,GEO:GSM803335
/experiments/ENCSR000DMA/	ENCSR000DMA	CTCF	CTCF	GEO:GSM822311,FactorBook:ENCSR000DMA,UCSC-ENCODE-hg19:wgEncodeEH000535
/experiments/ENCSR000BNP/	ENCSR000BNP	YY1	YY1	GEO:GSM803406,FactorBook:ENCSR000BNP,UCSC-ENCODE-hg19:wgEncodeEH001657
/experiments/ENCSR000EDH/	ENCSR000EDH	JUND	JUND	FactorBook:ENCSR000EDH,GEO:GSM935328,UCSC-ENCODE-hg19:wgEncodeEH000745
/experiments/ENCSR000DOT/	ENCSR000DOT	FOS	FOS	GEO:GSM935438,FactorBook:ENCSR000DOT,UCSC-ENCODE-hg19:wgEncodeEH002815
/experiments/ENCSR000EBS/	ENCSR000EBS	MAFK	MAFK	FactorBook:ENCSR000EBS,UCSC-ENCODE-hg19:wgEncodeEH002828,GEO:GSM935292
/experiments/ENCSR000EDQ/	ENCSR000EDQ	RCOR1	RCOR1	UCSC-ENCODE-hg19:wgEncodeEH002845,GEO:GSM935579,FactorBook:ENCSR000EDQ
/experiments/ENCSR000DWX/	ENCSR000DWX	CTCF	CTCF	GEO:GSM749747,FactorBook:ENCSR000DWX,UCSC-ENCODE-hg19:wgEncodeEH000406
/experiments/ENCSR000DOM/	ENCSR000DOM	MYC	MYC	GEO:GSM935491,FactorBook:ENCSR000DOM,UCSC-ENCODE-hg19:wgEncodeEH002840
/experiments/ENCSR000BJH/	ENCSR000BJH	PAX5	PAX5	GEO:GSM803337,FactorBook:ENCSR000BJH,UCSC-ENCODE-hg19:wgEncodeEH001545
/experiments/ENCSR000BJL/	ENCSR000BJL	REST	REST	GEO:GSM803344,FactorBook:ENCSR000BJL,UCSC-ENCODE-hg19:wgEncodeEH001549
/experiments/ENCSR000DMS/	ENCSR000DMS	CTCF	CTCF	FactorBook:ENCSR000DMS,GEO:GSM822309,UCSC-ENCODE-hg19:wgEncodeEH001131
/experiments/ENCSR000DNI/	ENCSR000DNI	CTCF	CTCF	GEO:GSM1006883,FactorBook:ENCSR000DNI,UCSC-ENCODE-hg19:wgEncodeEH003464
/experiments/ENCSR000EXL/	ENCSR000EXL	TCF7L2	TCF7L2	FactorBook:ENCSR000EXL,UCSC-ENCODE-hg19:wgEncodeEH002071,GEO:GSM816437
/experiments/ENCSR000DMM/	ENCSR000DMM	MYC	MYC	GEO:GSM1006877,FactorBook:ENCSR000DMM,UCSC-ENCODE-hg19:wgEncodeEH003436
/experiments/ENCSR000BQR/	ENCSR000BQR	ESR1	ESR1	UCSC-ENCODE-hg19:wgEncodeEH002313,FactorBook:ENCSR000BQR,GEO:GSM1010747
/experiments/ENCSR000ALA/	ENCSR000ALA	CTCF	CTCF	GEO:GSM733716,FactorBook:ENCSR000ALA,UCSC-ENCODE-hg19:wgEncodeEH000054
/experiments/ENCSR000DXD/	ENCSR000DXD	CTCF	CTCF	FactorBook:ENCSR000DXD,GEO:GSM1022667,UCSC-ENCODE-hg19:wgEncodeEH002059
/experiments/ENCSR000BRY/	ENCSR000BRY	TEAD4	TEAD4	GEO:GSM1010845,UCSC-ENCODE-hg19:wgEncodeEH003214,FactorBook:ENCSR000BRY
/experiments/ENCSR000BHD/	ENCSR000BHD	PAX5	PAX5	FactorBook:ENCSR000BHD,GEO:GSM803391,UCSC-ENCODE-hg19:wgEncodeEH001489
/experiments/ENCSR000EXP/	ENCSR000EXP	GATA1	GATA1	GEO:GSM935465,FactorBook:ENCSR000EXP,UCSC-ENCODE-hg19:wgEncodeEH001765
/experiments/ENCSR000DKP/	ENCSR000DKP	CTCF	CTCF	FactorBook:ENCSR000DKP,UCSC-ENCODE-hg19:wgEncodeEH003446,GEO:GSM1006891
/experiments/ENCSR000BPY/	ENCSR000BPY	GABPA	GABPA	FactorBook:ENCSR000BPY,GEO:GSM1010833,UCSC-ENCODE-hg19:wgEncodeEH002294
/experiments/ENCSR000EVW/	ENCSR000EVW	GATA2	GATA2	GEO:GSM935347,FactorBook:ENCSR000EVW,UCSC-ENCODE-hg19:wgEncodeEH001758,UCSC-ENCODE-hg19:wgEncodeEH003360
/experiments/ENCSR000EWS/	ENCSR000EWS	GATA3	GATA3	FactorBook:ENCSR000EWS,GEO:GSM935445,UCSC-ENCODE-hg19:wgEncodeEH002812
/experiments/ENCSR243INX/	ENCSR243INX	CTCF	CTCF	GEO:GSE101051,FactorBook:ENCSR243INX
/experiments/ENCSR000BPS/	ENCSR000BPS	ATF3	ATF3	FactorBook:ENCSR000BPS,UCSC-ENCODE-hg19:wgEncodeEH002288,GEO:GSM1010789
/experiments/ENCSR000BPJ/	ENCSR000BPJ	CTCF	CTCF	FactorBook:ENCSR000BPJ,GEO:GSM1010820,UCSC-ENCODE-hg19:wgEncodeEH002279
/experiments/ENCSR000EDA/	ENCSR000EDA	CEBPB	CEBPB	GEO:GSM935553,FactorBook:ENCSR000EDA,UCSC-ENCODE-hg19:wgEncodeEH001815
/experiments/ENCSR000DML/	ENCSR000DML	CTCF	CTCF	FactorBook:ENCSR000DML,GEO:GSM1006878,UCSC-ENCODE-hg19:wgEncodeEH003437
/experiments/ENCSR000EGH/	ENCSR000EGH	JUN	JUN	FactorBook:ENCSR000EGH,GEO:GSM935521,UCSC-ENCODE-hg19:wgEncodeEH002805
/experiments/ENCSR000BSE/	ENCSR000BSE	CTCF	CTCF	UCSC-ENCODE-hg19:wgEncodeEH003220,FactorBook:ENCSR000BSE,GEO:GSM1010903
/experiments/ENCSR000DNY/	ENCSR000DNY	GTF3C2	GTF3C2	FactorBook:ENCSR000DNY,GEO:GSM935342,UCSC-ENCODE-hg19:wgEncodeEH000747
/experiments/ENCSR000EGY/	ENCSR000EGY	EP300	EP300	UCSC-ENCODE-hg19:wgEncodeEH001828,FactorBook:ENCSR000EGY,GEO:GSM935494
/experiments/ENCSR000DZB/	ENCSR000DZB	ELK1	ELK1	FactorBook:ENCSR000DZB,UCSC-ENCODE-hg19:wgEncodeEH002851,GEO:GSM935345
/experiments/ENCSR000BLW/	ENCSR000BLW	EP300	EP300	FactorBook:ENCSR000BLW,UCSC-ENCODE-hg19:wgEncodeEH001612,GEO:GSM803499
/experiments/ENCSR000EYV/	ENCSR000EYV	JUND	JUND	UCSC-ENCODE-hg19:wgEncodeEH000639,FactorBook:ENCSR000EYV,GEO:GSM935541
