"435";"lab";"F90-2, F24";"HOXL";"7227"
"436";"pb";"l(3)04498, proposcipedia";"HOXL";"7227"
"437";"ro";"-";"HOXL";"7227"
"438";"Scr";"Msc, Multiple sex comb";"HOXL";"7227"
"439";"Ubx";"bx, pbx, Cbx, bithorax, bxd";"HOXL";"7227"
"440";"zen";"z1, zerknult";"HOXL";"7227"
"441";"zen2";"z2";"HOXL";"7227"
"442";"ap";"-";"LIM";"7227"
"443";"Awh";"l(3)63Ea";"LIM";"7227"
"444";"CG4328";"-";"LIM";"7227"
"445";"Lim1";"dlim1, dlim-1, BcDNA:GH04929, Lim kinase";"LIM";"7227"
"446";"Lim3";"l(2)37Bd";"LIM";"7227"
"447";"Lmx1a";"-";"LIM";"7227"
"448";"tup";"islet, isl";"LIM";"7227"
"449";"Adf1";"Adf-1, nal, nalyot, l(2)01349, l(2)k14805";"MADF-BESS-TF";"7227"
"450";"Dlip3";"Dip3";"MADF-BESS-TF";"7227"
"451";"stwl";"-";"MADF-BESS-TF";"7227"
"452";"Mad";"pMad, Mothers Against Decapentaplegic, Mother against decapentaplegic, dMad, Smad";"MHTF";"7227"
"453";"Med";"l(3)SG70, dSmad4, l(3)11m-254";"MHTF";"7227"
"454";"NfI";"-";"MHTF";"7227"
"455";"Smox";"dSmad2, Smad2, l(1)G0348, Sad";"MHTF";"7227"
"456";"bs";"DSRF, SRF, pruned, D-SRF, serum response factor";"MADSTF";"7227"
"457";"Mef2";"Dmef2, D-mef2, Myocyte enhancing factor 2, Mef-2, Dmef";"MADSTF";"7227"
"458";"bap";"NK3, NK-3, bgp";"NKL";"7227"
"459";"B-H1";"Bar";"NKL";"7227"
"460";"B-H2";"Bar";"NKL";"7227"
"461";"bsh";"E86";"NKL";"7227"
"462";"C15";"clawless, cll";"NKL";"7227"
"463";"CG11085";"-";"NKL";"7227"
"464";"CG15696";"-";"NKL";"7227"
"465";"CG18599";"-";"NKL";"7227"
"466";"CG34031";"BP1068";"NKL";"7227"
"467";"Dbx";"-";"NKL";"7227"
"468";"Dll";"Ba, l(2)01092, Brista, Distall-less";"NKL";"7227"
"469";"Dr";"msh, muscle segment homeobox, muscle specific homeobox, msh1, Msx";"NKL";"7227"
"470";"E5";"-";"NKL";"7227"
"471";"ems";"-";"NKL";"7227"
"472";"en";"Eng, spt, spermatheca, en1";"NKL";"7227"
"473";"exex";"Hb9, dHb9";"NKL";"7227"
"474";"H2.0";"-";"NKL";"7227"
"475";"HGTX";"Nkx6, Nk6";"NKL";"7227"
"476";"HHEX";"-";"NKL";"7227"
"477";"Hmx";"-";"NKL";"7227"
"478";"inv";"in, engrailed-related";"NKL";"7227"
"479";"lbe";"ladybird, lb";"NKL";"7227"
"480";"lbl";"ladybird, lb";"NKL";"7227"
"481";"lms";"-";"NKL";"7227"
"482";"NK7.1";"-";"NKL";"7227"
"483";"scro";"l7, l(3)Lh7";"NKL";"7227"
"484";"slou";"S59, NK-1, S59/NK-1, Nk1";"NKL";"7227"
"485";"tin";"NK-4, msh-2, NK4/msh-2, msh2, NK4";"NKL";"7227"
"486";"unpg";"unp, upg";"NKL";"7227"
"487";"vnd";"NK-2, vnd/NK-2, NK2, EC6, EG:118B3.1";"NKL";"7227"
"488";"Dif";"-";"NF-KB";"7227"
"489";"dl";"NFκB, GSd447";"NF-KB";"7227"
"490";"Rel";"NF-κB, ird4, NFκB, l(3)neo36";"NF-KB";"7227"
"491";"NFAT";"EP1335, MESR1, Misexpression Suppressor of Ras 1, Rel domain protein";"NFAT";"7227"
"492";"dsf";"-";"NR";"7227"
"493";"EcR";"EcR-B1, EcRB1, DmEcR, EcR-A, ecdysteroid receptor";"NR";"7227"
"494";"Eip75B";"E75, E75A, E75B, E75C, l(3)neo25";"NR";"7227"
"495";"Eip78C";"E78, E78B, E78A, Eip78, nuclear hormone receptor";"NR";"7227"
"496";"ERR";"dERR";"NR";"7227"
"497";"ftz-f1";"βFTZ-F1, ftzf1, ftz-f1α, β-Ftz-F1, l(3)03649";"NR";"7227"
"498";"Hnf4";"dHNF4, dHNF-4, HNF-4(D), Hnf-4, NHF4";"NR";"7227"
"499";"Hr3";"DHR3, Hr46, Hormone receptor-like in 46, NR1F4, Complementation group D";"NR";"7227"
"500";"Hr4";"DHR4, EP1232, EG:BACH61I5.1, EG:133E12.2, NR6A2";"NR";"7227"
"501";"Hr38";"DHR38, 38E.7, 38E.3, NR4A4";"NR";"7227"
"502";"Hr39";"DHR39, ftz-F1β, fs(2)neo8, fs(2)04443, NR5B1";"NR";"7227"
"503";"Hr51";"unf, DHR51, unfulfilled, Nr2e3";"NR";"7227"
"504";"Hr78";"DHR78, XR78E/F, NR2D1";"NR";"7227"
"505";"Hr83";"DHR83, NR2E5";"NR";"7227"
"506";"Hr96";"DHR96, NR1J1";"NR";"7227"
"507";"svp";"ck16, NR2F3, l(3)ck16, don, SVP1";"NR";"7227"
"508";"tll";"NR2E2";"NR";"7227"
"509";"usp";"DmUSP, CF1, EG:22E5.1, dUSP, NR2B4";"NR";"7227"
"510";"eg";"egon, egl, spy";"NR0";"7227"
"511";"kni";"ri, radius incompletus";"NR0";"7227"
"512";"knrl";"knirps-related, knirps related";"NR0";"7227"
"513";"brk";"ssg-1";"ODBDTF";"7227"
"514";"bun";"shs, l(2)00255, Dm_2L:60722, TSC-22";"ODBDTF";"7227"
"515";"Camta";"croaker, dCAMTA, cro, Calmodulin-binding transcription factor, DmCAMTA";"ODBDTF";"7227"
"516";"CG9727";"-";"ODBDTF";"7227"
"517";"CG11970";"BcDNA:LD23876";"ODBDTF";"7227"
"518";"CG12659";"-";"ODBDTF";"7227"
"519";"CG15011";"-";"ODBDTF";"7227"
"520";"CG32772";"-";"ODBDTF";"7227"
"521";"D1";"-";"ODBDTF";"7227"
"522";"dac";"dachsund, dacshund, l(2)36Ae, Dach, BG:DS02780.3";"ODBDTF";"7227"
"523";"Deaf1";"DEAF-1";"ODBDTF";"7227"
"524";"E(bx)";"NURF301, NURF, p301, dNURF, Nurf-215";"ODBDTF";"7227"
"525";"elB";"el, elbow, BG:DS06238.3";"ODBDTF";"7227"
"526";"ewg";"EC3, EG:BACR37P7.7, l(1)1Ag, l(1)EC3";"ODBDTF";"7227"
"527";"fs(1)h";"fsh, Fs(1)h-L, fs(1)1456, fs(1)M16, l(1)G0093";"ODBDTF";"7227"
"528";"fuss";"CORL, dCORL";"ODBDTF";"7227"
"529";"gem";"-";"ODBDTF";"7227"
"530";"grh";"NTF-1, Elf-1, Gh, l(2)06850, Elf1";"ODBDTF";"7227"
"531";"Hsf";"dHSF, l(2)03091, HSF1, heat-shock transcription factor, Dm-Hsf";"ODBDTF";"7227"
"532";"insv";"-";"ODBDTF";"7227"
"533";"lilli";"l(2)00632, Su(Raf)2A, l(2)23Cc, AFF4, SY2-1";"ODBDTF";"7227"
"534";"Mabi";"-";"ODBDTF";"7227"
"535";"mod(mdg4)";"E(var)3-93D, doom, mnm, Mod(mdg4)2.2, Mod(mdg4)67.2";"ODBDTF";"7227"
"536";"Mrtf";"DMRTF, mal-d, mal";"ODBDTF";"7227"
"537";"NC2α";"Drap1";"ODBDTF";"7227"
"538";"NC2β";"BG:DS00929.3, Dr1, NC2 beta";"ODBDTF";"7227"
"539";"p53";"Dmp53, dp53";"ODBDTF";"7227"
"540";"Rfx";"dRFX, Regulatory factor X";"ODBDTF";"7227"
"541";"row";"-";"ODBDTF";"7227"
"542";"Snoo";"dSno, SnoN, dSki, l(2)SH1402";"ODBDTF";"7227"
"543";"Stat92E";"STAT, marelle, mrl, D-STAT, Dstat";"ODBDTF";"7227"
"544";"stc";"l(2)35Cb, l(2)br33, br33, BG:DS04929.4";"ODBDTF";"7227"
"545";"Su(H)";"SuH, l(2)br7, Supressor of Hairless, l(2)35Bh, CSL";"ODBDTF";"7227"
"546";"TfAP-2";"dAP-2, AP-2, l(3)1215, AP-2α";"ODBDTF";"7227"
"547";"Thd1";"G/T-mismatch-specific-thymine-DNA-glycosylase";"ODBDTF";"7227"
"548";"woc";"-";"ODBDTF";"7227"
"549";"z";"EG:BACH59J11.3";"ODBDTF";"7227"
"550";"Poxm";"Pox-m";"PRD";"7227"
"551";"Poxn";"Pox-n";"PRD";"7227"
"552";"sv";"D-Pax2, spa, sparkling, Pax2, dPax2";"PRD";"7227"
"553";"ey";"Pax6, l(4)33, Pax-6, eye";"PRDH";"7227"
"554";"eyg";"lune, lun, BK27, Eygone";"PRDH";"7227"
"555";"gsb";"gsb-d, BSH9, l(2)01155";"PRDH";"7227"
"556";"gsb-n";"gsb-p, gsb, gsbn, BSH4, gsb-neuro";"PRDH";"7227"
"557";"prd";"-";"PRDH";"7227"
"558";"toe";"twin of eyegone";"PRDH";"7227"
"559";"toy";"l(4)8, l(4)102CDg";"PRDH";"7227"
"560";"al";"L13-4";"PRDL";"7227"
"561";"CG9876";"-";"PRDL";"7227"
"562";"CG11294";"-";"PRDL";"7227"
"563";"CG32532";"-";"PRDL";"7227"
"564";"CG34367";"-";"PRDL";"7227"
"565";"Drgx";"-";"PRDL";"7227"
"566";"Gsc";"D-gsc, 60Mun2, l(2)05341, Muenster 72";"PRDL";"7227"
"567";"hbn";"-";"PRDL";"7227"
"568";"oc";"otd, orthodenticle, Otx, ort, orthodentical";"PRDL";"7227"
"569";"OdsH";"-";"PRDL";"7227"
"570";"otp";"W26, bk24";"PRDL";"7227"
"571";"PHDP";"-";"PRDL";"7227"
"572";"Pph13";"Munster, hazy, Mu";"PRDL";"7227"
"573";"Ptx1";"D-Ptx1";"PRDL";"7227"
"574";"repo";"RK2, reverse polarity";"PRDL";"7227"
"575";"Rx";"DRx, E97, PPH17, bk50";"PRDL";"7227"
"576";"unc-4";"Dunc-4";"PRDL";"7227"
"577";"Vsx1";"dChx1, Chx1, dVsx1, lincRNA.S8688";"PRDL";"7227"
"578";"Vsx2";"Chx2, dVsx2";"PRDL";"7227"
"579";"bab1";"bab, bric-a-brac, bric a brac, bab-I, bric a brac I";"PSQ";"7227"
"580";"bab2";"bab, bab-II, bric-a-brac, bric a brac, BTB-II";"PSQ";"7227"
"581";"BtbVII";"BTB-VII";"PSQ";"7227"
"582";"CG3726";"-";"PSQ";"7227"
"583";"CG8924";"-";"PSQ";"7227"
"584";"CG15812";"piefke, pfk";"PSQ";"7227"
"585";"dan";"fernandez";"PSQ";"7227"
"586";"danr";"hernandez";"PSQ";"7227"
"587";"dany";"-";"PSQ";"7227"
"588";"Eip93F";"E93, lincRNA.833, l(3)ry93, l(3)93, psg11";"PSQ";"7227"
"589";"lov";"Tkr, BTB-III, dTKR, 91Y, Tyrosine kinase-related protein";"PSQ";"7227"
"590";"psq";"eyeful, rumpf, zep, BTB-V, rum";"PSQ";"7227"
"591";"rib";"-";"PSQ";"7227"
"592";"acj6";"I-POU";"POU";"7227"
"593";"nub";"pdm-1, Pdm1, Pdm, dPOU-19, POU domain protein 1";"POU";"7227"
"594";"pdm2";"pdm-2, pdm, miti, dPOU-28, dPOU28";"POU";"7227"
"595";"pdm3";"-";"POU";"7227"
"596";"vvl";"drifter, dfr, Cf1a, ventral veinless, Drf";"POU";"7227"
"597";"pros";"Voila, DROPROSA, pro, a la voile et a la vapeur, DMPROSPER";"PROS";"7227"
"598";"lz";"fs(1)M69";"RUNT";"7227"
"599";"run";"leg, AA33";"RUNT";"7227"
"600";"RunxA";"-";"RUNT";"7227"
"601";"RunxB";"-";"RUNT";"7227"
"602";"apt";"tdf, tracheae defective, l(2)06369, l(2)59Ea, l(2)09049";"SANT-MYB-TF";"7227"
"603";"Bdp1";"-";"SANT-MYB-TF";"7227"
"604";"Myb";"Dm-Myb, Dm myb, D-myb, dMyb, c-Myb";"SANT-MYB-TF";"7227"
"605";"Pbp95";"DmSNAP190, DmPBP";"SANT-MYB-TF";"7227"
"606";"Optix";"opt, D-Six3, Six3, Dsix3";"SIX";"7227"
"607";"Six4";"DSix4, D-Six4";"SIX";"7227"
"608";"so";"Drl, mda, medusa";"SIX";"7227"
"609";"achi";"zaa";"TALE";"7227"
"610";"ara";"iro, iroquois, Iro-C, IroC";"TALE";"7227"
"611";"caup";"iro, iroquois, Iro-C";"TALE";"7227"
"612";"CG11617";"-";"TALE";"7227"
"613";"exd";"Dpbx, lincRNA.S9404";"TALE";"7227"
"614";"hth";"dorsotonals, dtl, P53, anon-EST:Liang-2.13";"TALE";"7227"
"615";"mirr";"Iro-C, iro, iroquois, mrr, Sail";"TALE";"7227"
"616";"vis";"zaa, achi/vis";"TALE";"7227"
"617";"bi";"omb, optomotor-blind, optomotor blind, Qd, l(1)omb";"TBX";"7227"
"618";"byn";"Trg";"TBX";"7227"
"619";"Doc1";"Doc, Dorsocross, Tb66F2";"TBX";"7227"
"620";"Doc2";"Doc, Dorsocross, Doc-2";"TBX";"7227"
"621";"Doc3";"Doc";"TBX";"7227"
"622";"H15";"nmr, nmr1, neuromancer, neuromancer1, neuromancer 1";"TBX";"7227"
"623";"mid";"nmr2, extra, neuromancer2, neuromancer 2, lost in space";"TBX";"7227"
"624";"org-1";"-";"TBX";"7227"
"625";"sd";"sp, l(1)G0309, l(1)G0239, l(1)G0262, l(1)G0483";"TEATF";"7227"
"626";"CG13894";"-";"THAPTF";"7227"
"627";"CG14860";"-";"THAPTF";"7227"
"628";"CG14965";"-";"THAPTF";"7227"
"629";"Dlip2";"Dip2";"THAPTF";"7227"
