"128"	"82"	"Hic1"	"Hic1/Hic1_2816.2_v2_deBruijn.txt"
"129"	"83"	"Hlx1"	"Hlx1/Hlx1_2350.1_deBruijn.txt"
"130"	"84"	"Hlxb9"	"Hlxb9/Hlxb9_3422.1_deBruijn.txt"
"131"	"85"	"Hmbox1"	"Hmbox1/Hmbox1_2674.1_deBruijn.txt"
"132"	"86"	"Hmx1"	"Hmx1/Hmx1_3423.1_deBruijn.txt"
"133"	"87"	"Hmx2"	"Hmx2/Hmx2_3424.3_deBruijn.txt"
"134"	"88"	"Hmx3"	"Hmx3/Hmx3_3490.2_deBruijn.txt"
"135"	"89"	"Hnf4a"	"Hnf4a/Hnf4a_2640.2_v1_deBruijn.txt"
"136"	"89"	"Hnf4a"	"Hnf4a/Hnf4a_2640.2_v2_deBruijn.txt"
"137"	"90"	"Homez"	"Homez/Homez_1063.2_deBruijn.txt"
"138"	"91"	"Hoxa1"	"Hoxa1/Hoxa10_2318.1_deBruijn.txt"
"139"	"91"	"Hoxa1"	"Hoxa1/Hoxa11_2218.1_deBruijn.txt"
"140"	"91"	"Hoxa1"	"Hoxa1/Hoxa13_3126.1_deBruijn.txt"
"141"	"91"	"Hoxa1"	"Hoxa1/Hoxa1_3425.1_deBruijn.txt"
"142"	"92"	"Hoxa10"	"Hoxa10/Hoxa10_2318.1_deBruijn.txt"
"143"	"93"	"Hoxa11"	"Hoxa11/Hoxa11_2218.1_deBruijn.txt"
"144"	"94"	"Hoxa13"	"Hoxa13/Hoxa13_3126.1_deBruijn.txt"
"145"	"95"	"Hoxa2"	"Hoxa2/Hoxa2_3079.1_deBruijn.txt"
"146"	"96"	"Hoxa3"	"Hoxa3/Hoxa3_2783.2_deBruijn.txt"
"147"	"96"	"Hoxa3"	"Hoxa3/Hoxa3_2783.2_v1_deBruijn.txt"
"148"	"96"	"Hoxa3"	"Hoxa3/Hoxa3_2783.2_v2_deBruijn.txt"
"149"	"97"	"Hoxa4"	"Hoxa4/Hoxa4_3426.1_deBruijn.txt"
"150"	"98"	"Hoxa5"	"Hoxa5/Hoxa5_3415.1_deBruijn.txt"
"151"	"99"	"Hoxa6"	"Hoxa6/Hoxa6_1040.1_deBruijn.txt"
"152"	"100"	"Hoxa7"	"Hoxa7/Hoxa7_2668.2_deBruijn.txt"
"153"	"100"	"Hoxa7"	"Hoxa7/Hoxa7_3750.1_deBruijn.txt"
"154"	"101"	"Hoxa9"	"Hoxa9/Hoxa9_2622.2_deBruijn.txt"
"155"	"102"	"Hoxb13"	"Hoxb13/Hoxb13_3479.1_deBruijn.txt"
"156"	"103"	"Hoxb3"	"Hoxb3/Hoxb3_1720.2_deBruijn.txt"
"157"	"104"	"Hoxb4"	"Hoxb4/Hoxb4_2627.1_deBruijn.txt"
"158"	"105"	"Hoxb5"	"Hoxb5/Hoxb5_3122.2_deBruijn.txt"
"159"	"106"	"Hoxb6"	"Hoxb6/Hoxb6_3428.2_deBruijn.txt"
"160"	"107"	"Hoxb7"	"Hoxb7/Hoxb7_3953.1_deBruijn.txt"
"161"	"108"	"Hoxb8"	"Hoxb8/Hoxb8_3780.2_deBruijn.txt"
"162"	"109"	"Hoxb9"	"Hoxb9/Hoxb9_3413.1_deBruijn.txt"
"163"	"110"	"Hoxc10"	"Hoxc10/Hoxc10_2779.2_deBruijn.txt"
"164"	"111"	"Hoxc11"	"Hoxc11/Hoxc11_3718.2_deBruijn.txt"
"165"	"112"	"Hoxc12"	"Hoxc12/Hoxc12_3480.1_deBruijn.txt"
"166"	"113"	"Hoxc13"	"Hoxc13/Hoxc13_3127.1_deBruijn.txt"
"167"	"114"	"Hoxc4"	"Hoxc4/Hoxc4_3491.1_deBruijn.txt"
"168"	"115"	"Hoxc5"	"Hoxc5/Hoxc5_2630.2_deBruijn.txt"
"169"	"116"	"Hoxc6"	"Hoxc6/Hoxc6_3954.2_deBruijn.txt"
