"1.2.5.2.4.1";"BMAL2a";"BMAL2a";"1.2";"9606"
"1.2.5.2.4.2";"BMAL2b";"BMAL2b";"1.2";"9606"
"1.2.5.2.4.3";"BMAL2c";"BMAL2c";"1.2";"9606"
"1.2.5.2.4.4";"BMAL2d";"BMAL2d";"1.2";"9606"
"1.2.5.2.5";"CLOCK";"CLOCK";"1.2";"9606"
"1.2.5.2.6";"NPAS-2";"NPAS2";"1.2";"9606"
"1.2.5.3.1";"NCoA-1 (SRC-1)";"NCoA1 (SRC1)";"1.2";"9606"
"1.2.5.3.1.1";"SRC-1A";"SRC1A";"1.2";"9606"
"1.2.5.3.1.2";"SRC-1E";"SRC1E";"1.2";"9606"
"1.2.5.3.1.3";"SRC-1Q";"SRC1Q";"1.2";"9606"
"1.2.5.3.2";"NCoA-2";"NCoA2";"1.2";"9606"
"1.2.5.3.3";"NCoA-3";"NCoA3";"1.2";"9606"
"1.2.5.4.1";"NPAS-4";"NPAS4";"1.2";"9606"
"1.2.5.5.1";"SOHLH1 (TEB2)";"SOHLH1 (TEB2)";"1.2";"9606"
"1.2.5.5.2";"SOHLH2 (TEB1)";"SOHLH2 (TEB1)";"1.2";"9606"
"1.2.5.5.3";"TCFL5 (Cha, E2BP-1)";"TCFL5 (Cha, E2BP1)";"1.2";"9606"
"1.2.6.1.1";"TFE3";"TFE3";"1.2";"9606"
"1.2.6.1.2";"TFEB";"TFEB";"1.2";"9606"
"1.2.6.1.3";"TFEC";"TFEC";"1.2";"9606"
"1.2.6.1.4";"MiTF";"MiTF";"1.2";"9606"
"1.2.6.2.1";"USF-1";"USF1";"1.2";"9606"
"1.2.6.2.2";"USF-2";"USF2";"1.2";"9606"
"1.2.6.2.2.1";"USF-2A";"USF2A";"1.2";"9606"
"1.2.6.2.2.2";"USF-2ADH";"USF2ADH";"1.2";"9606"
"1.2.6.2.2.3";"USF-2B";"USF2B";"1.2";"9606"
"1.2.6.2.2.4";"USF-2C";"USF2C";"1.2";"9606"
"1.2.6.3.1";"SREBP-1 (SREBF1)";"SREBP1 (SREBF1,SRBP1)";"1.2";"9606"
"1.2.6.3.1.1";"SREBP-1A";"SREBP1A";"1.2";"9606"
"1.2.6.3.1.2";"SREBP-1B";"SREBP1B";"1.2";"9606"
"1.2.6.3.1.3";"SREBP-1C";"SREBP1C";"1.2";"9606"
"1.2.6.3.2";"SREBP-2 (SREBF2)";"SREBP2 (SREBF2,SRBP2)";"1.2";"9606"
