7035	MA1529.1	NHLH2	JASPAR2020	1.2.3.1.5
7036	MA1645.1	NKX2-2	JASPAR2020	3.1.2.15.1
7037	MA0672.1	NKX2-3	JASPAR2020	3.1.2.17.1
7038	MA0063.2	NKX2-5	JASPAR2020	3.1.2.17.2
7039	MA0503.1	Nkx2-5(var.2)	JASPAR2020	3.1.2.17.2
7040	MA0673.1	NKX2-8	JASPAR2020	3.1.2.15.2
7041	MA0124.2	Nkx3-1	JASPAR2020	3.1.2.16.1
7042	MA0122.3	Nkx3-2	JASPAR2020	3.1.2.16.2
7043	MA0674.1	NKX6-1	JASPAR2020	3.1.2.19.1
7044	MA0675.1	NKX6-2	JASPAR2020	3.1.2.19.2
7045	MA1530.1	NKX6-3	JASPAR2020	3.1.2.19.3
7046	MA0125.1	Nobox	JASPAR2020	3.1.3.15.1
7047	MA0710.1	NOTO	JASPAR2020	3.1.2.20.1
7048	MA0626.1	Npas2	JASPAR2020	1.2.5.2.6
7049	MA1531.1	NR1D1	JASPAR2020	2.1.2.3.1
7050	MA1532.1	NR1D2	JASPAR2020	2.1.2.3.2
7051	MA0115.1	NR1H2::RXRA	JASPAR2020	2.1.2.7.2::2.1.3.1.1
7052	MA0494.1	Nr1h3::Rxra	JASPAR2020	2.1.2.7.1::2.1.3.1.1
7053	MA1110.1	NR1H4	JASPAR2020	2.1.2.7.3
7054	MA1146.1	NR1H4::RXRA	JASPAR2020	2.1.2.7.3::2.1.3.1.1
7055	MA1533.1	NR1I2	JASPAR2020	2.1.2.4.2
7056	MA1534.1	NR1I3	JASPAR2020	2.1.2.4.3
7057	MA1535.1	NR2C1	JASPAR2020	2.1.3.4.1
7058	MA0504.1	NR2C2	JASPAR2020	2.1.3.4.2
7059	MA1536.1	NR2C2(var.2)	JASPAR2020	2.1.3.4.2
7060	MA0676.1	Nr2e1	JASPAR2020	2.1.3.3.1
7061	MA0164.1	Nr2e3	JASPAR2020	2.1.3.3.2
7062	MA0017.2	NR2F1	JASPAR2020	2.1.3.5.1
7063	MA1537.1	NR2F1(var.2)	JASPAR2020	2.1.3.5.1
7064	MA1538.1	NR2F1(var.3)	JASPAR2020	2.1.3.5.1
7065	MA1111.1	NR2F2	JASPAR2020	2.1.3.5.2
7066	MA0677.1	Nr2f6	JASPAR2020	2.1.3.5.3
7067	MA0728.1	Nr2f6(var.2)	JASPAR2020	2.1.3.5.3
7068	MA1539.1	NR2F6(var.3)	JASPAR2020	2.1.3.5.3
7069	MA0113.3	NR3C1	JASPAR2020	2.1.1.1.1
7070	MA0727.1	NR3C2	JASPAR2020	2.1.1.1.2
7071	MA1112.2	NR4A1	JASPAR2020	2.1.4.0.1
7072	MA0160.1	NR4A2	JASPAR2020	2.1.4.0.2
7073	MA1147.1	NR4A2::RXRA	JASPAR2020	2.1.4.0.1::2.1.3.1.1
7074	MA1540.1	NR5A1	JASPAR2020	2.1.5.0.1
7075	MA0505.1	Nr5a2	JASPAR2020	2.1.5.0.2
7076	MA1541.1	NR6A1	JASPAR2020	2.1.6.0.1
7077	MA0506.1	NRF1	JASPAR2020	1.1.1.2.2
7078	MA0842.2	NRL	JASPAR2020	1.1.3.1.4
7079	MA0826.1	OLIG1	JASPAR2020	1.2.3.4.13
7080	MA0678.1	OLIG2	JASPAR2020	1.2.3.4.14
7081	MA0827.1	OLIG3	JASPAR2020	1.2.3.4.15
7082	MA0679.2	ONECUT1	JASPAR2020	3.1.9.1.1
7083	MA0756.1	ONECUT2	JASPAR2020	3.1.9.1.2
7084	MA0757.1	ONECUT3	JASPAR2020	3.1.9.1.3
7085	MA1542.1	OSR1	JASPAR2020	2.3.2.4.7
7086	MA1646.1	OSR2	JASPAR2020	2.3.3.0.9
7087	MA0711.1	OTX1	JASPAR2020	3.1.3.17.1
7088	MA0712.2	OTX2	JASPAR2020	3.1.3.17.2
7089	MA1544.1	OVOL1	JASPAR2020	2.3.3.17.1
7090	MA1545.1	OVOL2	JASPAR2020	2.3.3.17.2
7091	MA0779.1	PAX1	JASPAR2020	3.2.2.1.1
7092	MA0067.1	Pax2	JASPAR2020	3.2.2.2.1
7093	MA0780.1	PAX3	JASPAR2020	3.2.1.1.1.1
7094	MA1546.1	PAX3(var.2)	JASPAR2020	3.2.1.1.1.1
7095	MA0068.2	PAX4	JASPAR2020	3.2.1.2.1
7096	MA0014.3	PAX5	JASPAR2020	3.2.2.2.2
7097	MA0069.1	PAX6	JASPAR2020	3.2.1.2.2
7098	MA0680.1	PAX7	JASPAR2020	3.2.1.1.2
7099	MA0781.1	PAX9	JASPAR2020	3.2.2.1.2
7100	MA0070.1	PBX1	JASPAR2020	3.1.4.4.1
7101	MA1113.2	PBX2	JASPAR2020	3.1.4.4.2
7102	MA1114.1	PBX3	JASPAR2020	3.1.4.4.3
7103	MA0132.2	PDX1	JASPAR2020	3.1.1.15.1
7104	MA0713.1	PHOX2A	JASPAR2020	3.1.3.18.1
7105	MA0681.2	PHOX2B	JASPAR2020	3.1.3.18.2
7106	MA0682.2	PITX1	JASPAR2020	3.1.3.19.1
7107	MA1547.1	PITX2	JASPAR2020	3.1.3.19.2
7108	MA0714.1	PITX3	JASPAR2020	3.1.3.19.3
7109	MA0782.2	PKNOX1	JASPAR2020	3.1.4.5.1
7110	MA0783.1	PKNOX2	JASPAR2020	3.1.4.5.2
7111	MA0163.1	PLAG1	JASPAR2020	2.3.3.25.2
7112	MA1615.1	Plagl1	JASPAR2020	2.3.3.25.1
7113	MA1548.1	PLAGL2	JASPAR2020	2.3.3.25.3
7114	MA0784.1	POU1F1	JASPAR2020	3.1.10.1.1
7115	MA0785.1	POU2F1	JASPAR2020	3.1.10.2.1
7116	MA0507.1	POU2F2	JASPAR2020	3.1.10.2.2
7117	MA0627.2	POU2F3	JASPAR2020	3.1.10.2.3
7118	MA0786.1	POU3F1	JASPAR2020	3.1.10.3.1
7119	MA0787.1	POU3F2	JASPAR2020	3.1.10.3.2
7120	MA0788.1	POU3F3	JASPAR2020	3.1.10.3.3
7121	MA0789.1	POU3F4	JASPAR2020	3.1.10.3.4
7122	MA0790.1	POU4F1	JASPAR2020	3.1.10.4.1
7123	MA0683.1	POU4F2	JASPAR2020	3.1.10.4.2
7124	MA0791.1	POU4F3	JASPAR2020	3.1.10.4.3
7125	MA1115.1	POU5F1	JASPAR2020	3.1.10.5.1
7126	MA0142.1	Pou5f1::Sox2	JASPAR2020	3.1.10.5.1::4.1.1.2.2
7127	MA0792.1	POU5F1B	JASPAR2020	3.1.10.5.2
7128	MA0628.1	POU6F1	JASPAR2020	3.1.10.6.1
7129	MA1549.1	POU6F1(var.2)	JASPAR2020	3.1.10.6.1
7130	MA0793.1	POU6F2	JASPAR2020	3.1.10.6.2
7131	MA1148.1	PPARA::RXRA	JASPAR2020	2.1.2.5.1::2.1.3.1.1
7132	MA1550.1	PPARD	JASPAR2020	2.1.2.5.2
7133	MA0066.1	PPARG	JASPAR2020	2.1.2.5.3
7134	MA0065.2	Pparg::Rxra	JASPAR2020	2.1.2.5.3::2.1.3.1.1
7135	MA0508.3	PRDM1	JASPAR2020	2.3.3.12.1
7136	MA1616.1	Prdm15	JASPAR2020	2.3.4.0.32
7137	MA1647.1	PRDM4	JASPAR2020	2.3.4.0.31
7138	MA0715.1	PROP1	JASPAR2020	3.1.3.20.1
7139	MA0794.1	PROX1	JASPAR2020	3.1.7.0.1
7140	MA0716.1	PRRX1	JASPAR2020	3.1.3.21.1
7141	MA0075.3	PRRX2	JASPAR2020	3.1.3.21.2
7142	MA1618.1	Ptf1a	JASPAR2020	1.2.3.2.7
7143	MA1619.1	Ptf1a(var.2)	JASPAR2020	1.2.3.2.7
7144	MA1620.1	Ptf1a(var.3)	JASPAR2020	1.2.3.2.7
7145	MA0729.1	RARA	JASPAR2020	2.1.2.1.1
7146	MA0159.1	RARA::RXRA	JASPAR2020	2.1.2.1.1::2.1.3.1.1
7147	MA1149.1	RARA::RXRG	JASPAR2020	2.1.2.1.1::2.1.3.1.3
7148	MA0730.1	RARA(var.2)	JASPAR2020	2.1.2.1.1
7149	MA0857.1	Rarb	JASPAR2020	2.1.2.1.2
7150	MA0858.1	Rarb(var.2)	JASPAR2020	2.1.2.1.2
7151	MA1552.1	RARB(var.3)	JASPAR2020	2.1.2.1.2
7152	MA0859.1	Rarg	JASPAR2020	2.1.2.1.3
7153	MA0860.1	Rarg(var.2)	JASPAR2020	2.1.2.1.3
7154	MA1553.1	RARG(var.3)	JASPAR2020	2.1.2.1.3
7155	MA0718.1	RAX	JASPAR2020	3.1.3.22.1
7156	MA0717.1	RAX2	JASPAR2020	3.1.3.22.2
7157	MA1116.1	RBPJ	JASPAR2020	6.1.4.1.1
7158	MA1621.1	Rbpjl	JASPAR2020	6.1.4.1.2
7159	MA0101.1	REL	JASPAR2020	6.1.1.2.1
7160	MA0107.1	RELA	JASPAR2020	6.1.1.2.1
7161	MA1117.1	RELB	JASPAR2020	6.1.1.2.2
7162	MA0138.2	REST	JASPAR2020	2.3.4.0.27
7163	MA0509.2	RFX1	JASPAR2020	3.3.3.0.1
7164	MA0600.2	RFX2	JASPAR2020	3.3.3.0.2
7165	MA0798.2	RFX3	JASPAR2020	3.3.3.0.3
7166	MA0799.1	RFX4	JASPAR2020	3.3.3.0.4
7167	MA0510.2	RFX5	JASPAR2020	3.3.3.0.5
7168	MA1554.1	RFX7	JASPAR2020	3.3.3.0.7
7169	MA0629.1	Rhox11	JASPAR2020	
7170	MA0719.1	RHOXF1	JASPAR2020	3.1.3.23.1
7171	MA0071.1	RORA	JASPAR2020	2.1.2.6.1
7172	MA0072.1	RORA(var.2)	JASPAR2020	2.1.2.6.1
7173	MA1150.1	RORB	JASPAR2020	2.1.2.6.2
7174	MA1151.1	RORC	JASPAR2020	
7175	MA0073.1	RREB1	JASPAR2020	2.3.4.0.15
7176	MA0002.2	RUNX1	JASPAR2020	6.4.1.0.2
7177	MA0511.2	RUNX2	JASPAR2020	6.4.1.0.1
7178	MA0684.2	RUNX3	JASPAR2020	6.4.1.0.3
7179	MA0512.2	Rxra	JASPAR2020	2.1.3.1.1
7180	MA0074.1	RXRA::VDR	JASPAR2020	2.1.3.1.1::2.1.2.4.1
7181	MA0855.1	RXRB	JASPAR2020	2.1.3.1.2
7182	MA1555.1	RXRB(var.2)	JASPAR2020	2.1.3.1.2
7183	MA0856.1	RXRG	JASPAR2020	2.1.3.1.3
7184	MA1556.1	RXRG(var.2)	JASPAR2020	2.1.3.1.3
7185	MA0743.2	SCRT1	JASPAR2020	2.3.3.2.4
7186	MA0744.2	SCRT2	JASPAR2020	2.3.3.2.5
7187	MA0630.1	SHOX	JASPAR2020	3.1.3.25.1
7188	MA0720.1	Shox2	JASPAR2020	3.1.3.25.2
7189	MA1118.1	SIX1	JASPAR2020	3.1.6.1.1
7190	MA1119.1	SIX2	JASPAR2020	3.1.6.1.2
7191	MA0631.1	Six3	JASPAR2020	3.1.6.2.1
7192	MA1622.1	Smad2::Smad3	JASPAR2020	7.1.1.1.2::7.1.1.1.3
7193	MA0513.1	SMAD2::SMAD3::SMAD4	JASPAR2020	7.1.1.1.2::7.1.1.1.3::7.1.1.2.1
7194	MA0795.1	SMAD3	JASPAR2020	7.1.1.1.3
7195	MA1153.1	Smad4	JASPAR2020	7.1.1.2.1
7196	MA1557.1	SMAD5	JASPAR2020	7.1.1.1.4
7197	MA1558.1	SNAI1	JASPAR2020	2.3.3.2.1
7198	MA0745.2	SNAI2	JASPAR2020	2.3.3.2.2
7199	MA1559.1	SNAI3	JASPAR2020	2.3.3.2.3
7200	MA1560.1	SOHLH2	JASPAR2020	1.2.5.5.2
7201	MA0870.1	Sox1	JASPAR2020	4.1.1.2.1
7202	MA0442.2	SOX10	JASPAR2020	4.1.1.5.3
7203	MA0869.1	Sox11	JASPAR2020	4.1.1.3.2
7204	MA1561.1	SOX12	JASPAR2020	4.1.1.3.3
7205	MA1120.1	SOX13	JASPAR2020	4.1.1.4.3
7206	MA1562.1	SOX14	JASPAR2020	4.1.1.2.4
7207	MA1152.1	SOX15	JASPAR2020	4.1.1.7.1
7208	MA0078.1	Sox17	JASPAR2020	4.1.1.6.2
7209	MA1563.1	SOX18	JASPAR2020	4.1.1.6.3
7210	MA0143.4	SOX2	JASPAR2020	4.1.1.2.2
7211	MA0866.1	SOX21	JASPAR2020	4.1.1.2.5
7212	MA0514.1	Sox3	JASPAR2020	4.1.1.2.3
7213	MA0867.2	SOX4	JASPAR2020	4.1.1.3.1
7214	MA0087.1	Sox5	JASPAR2020	4.1.1.4.1
7215	MA0515.1	Sox6	JASPAR2020	4.1.1.4.2
7216	MA0868.2	SOX8	JASPAR2020	4.1.1.5.1
7217	MA0077.1	SOX9	JASPAR2020	4.1.1.5.2
7218	MA0079.4	SP1	JASPAR2020	2.3.1.1.1
7219	MA0516.2	SP2	JASPAR2020	2.3.1.1.2
7220	MA0746.2	SP3	JASPAR2020	2.3.1.1.3
7221	MA0685.1	SP4	JASPAR2020	2.3.1.1.4
7222	MA0747.1	SP8	JASPAR2020	2.3.1.1.8
7223	MA1564.1	SP9	JASPAR2020	2.3.1.1.9
7224	MA0686.1	SPDEF	JASPAR2020	3.5.2.7.1
7225	MA0080.5	SPI1	JASPAR2020	3.5.2.5.1
7226	MA0081.2	SPIB	JASPAR2020	3.5.2.5.2
7227	MA0687.1	SPIC	JASPAR2020	3.5.2.5.3
7228	MA0111.1	Spz1	JASPAR2020	
7229	MA0595.1	SREBF1	JASPAR2020	1.2.6.3.1
7230	MA0829.2	SREBF1(var.2)	JASPAR2020	1.2.6.3.1
7231	MA0596.1	SREBF2	JASPAR2020	1.2.6.3.2
7232	MA0828.1	SREBF2(var.2)	JASPAR2020	1.2.6.3.2
7233	MA0083.3	SRF	JASPAR2020	5.1.2.0.1
7234	MA0084.1	SRY	JASPAR2020	4.1.1.1.1
7235	MA0137.3	STAT1	JASPAR2020	6.2.1.0.1
7236	MA0517.1	STAT1::STAT2	JASPAR2020	6.2.1.0.2::6.2.1.0.1
7237	MA1623.1	Stat2	JASPAR2020	6.2.1.0.2
7238	MA0144.2	STAT3	JASPAR2020	6.2.1.0.3
7239	MA0518.1	Stat4	JASPAR2020	6.2.1.0.4
7240	MA1624.1	Stat5a	JASPAR2020	6.2.1.0.5
7241	MA0519.1	Stat5a::Stat5b	JASPAR2020	6.2.1.0.5::6.2.1.0.6
7242	MA1625.1	Stat5b	JASPAR2020	6.2.1.0.6
7243	MA0520.1	Stat6	JASPAR2020	6.2.1.0.7
7244	MA0091.1	TAL1::TCF3	JASPAR2020	1.2.3.1.1::4.1.3.0.2
7245	MA0108.2	TBP	JASPAR2020	8.1.1.0.1
7246	MA0802.1	TBR1	JASPAR2020	6.5.2.0.1
7247	MA0805.1	TBX1	JASPAR2020	6.5.3.0.1
7248	MA0803.1	TBX15	JASPAR2020	6.5.3.0.3
7249	MA1565.1	TBX18	JASPAR2020	6.5.3.0.4
7250	MA0804.1	TBX19	JASPAR2020	6.5.1.0.2
7251	MA0688.1	TBX2	JASPAR2020	6.5.4.0.1
7252	MA0689.1	TBX20	JASPAR2020	6.5.3.0.5
7253	MA0690.1	TBX21	JASPAR2020	6.5.2.0.3
7254	MA1566.1	TBX3	JASPAR2020	6.5.4.0.2
7255	MA0806.1	TBX4	JASPAR2020	6.5.4.0.3
7256	MA0807.1	TBX5	JASPAR2020	6.5.4.0.4
7257	MA1567.1	TBX6	JASPAR2020	6.5.5.0.1
7258	MA0009.2	TBXT	JASPAR2020	6.5.4.0.2
7259	MA0521.1	Tcf12	JASPAR2020	1.2.1.0.3
7260	MA1648.1	TCF12(var.2)	JASPAR2020	1.2.1.0.3
7261	MA0832.1	Tcf21	JASPAR2020	1.2.3.3.5
7262	MA1568.1	TCF21(var.2)	JASPAR2020	1.2.3.3.5
7263	MA0522.3	TCF3	JASPAR2020	1.2.1.0.1
7264	MA0830.2	TCF4	JASPAR2020	1.2.1.0.2
7265	MA0769.2	TCF7	JASPAR2020	4.1.3.0.1
7266	MA1421.1	TCF7L1	JASPAR2020	4.1.3.0.2
7267	MA0523.1	TCF7L2	JASPAR2020	4.1.3.0.3
7268	MA0632.2	TCFL5	JASPAR2020	1.2.5.5.3
7269	MA0090.3	TEAD1	JASPAR2020	3.6.1.0.1
7270	MA1121.1	TEAD2	JASPAR2020	3.6.1.0.3
7271	MA0808.1	TEAD3	JASPAR2020	3.6.1.0.2
7272	MA0809.2	TEAD4	JASPAR2020	3.6.1.0.3
7273	MA0843.1	TEF	JASPAR2020	1.1.8.2.3
7274	MA0003.4	TFAP2A	JASPAR2020	1.3.1.0.1
7275	MA0810.1	TFAP2A(var.2)	JASPAR2020	1.3.1.0.1
7276	MA0872.1	TFAP2A(var.3)	JASPAR2020	1.3.1.0.1
7277	MA0811.1	TFAP2B	JASPAR2020	1.3.1.0.2
7278	MA0812.1	TFAP2B(var.2)	JASPAR2020	1.3.1.0.2
7279	MA0813.1	TFAP2B(var.3)	JASPAR2020	1.3.1.0.2
7280	MA0524.2	TFAP2C	JASPAR2020	1.3.1.0.3
7281	MA0814.2	TFAP2C(var.2)	JASPAR2020	1.3.1.0.3
7282	MA0815.1	TFAP2C(var.3)	JASPAR2020	1.3.1.0.3
7283	MA1569.1	TFAP2E	JASPAR2020	1.3.1.0.5
7284	MA0691.1	TFAP4	JASPAR2020	1.2.6.4.1
7285	MA1570.1	TFAP4(var.2)	JASPAR2020	1.2.6.4.1
7286	MA0145.3	TFCP2	JASPAR2020	6.7.2.0.1
7287	MA1122.1	TFDP1	JASPAR2020	3.3.2.2.1
7288	MA0831.2	TFE3	JASPAR2020	1.2.6.1.1
7289	MA0692.1	TFEB	JASPAR2020	1.2.6.1.2
7290	MA0871.2	TFEC	JASPAR2020	1.2.6.1.3
7291	MA0796.1	TGIF1	JASPAR2020	3.1.4.6.1
7292	MA0797.1	TGIF2	JASPAR2020	3.1.4.6.2
7293	MA1571.1	TGIF2LX	JASPAR2020	3.1.4.6.3
7294	MA1572.1	TGIF2LY	JASPAR2020	3.1.4.6.4
7295	MA0597.1	THAP1	JASPAR2020	2.9.1.0.1
7296	MA1573.1	THAP11	JASPAR2020	2.9.1.0.11
7297	MA1574.1	THRB	JASPAR2020	2.1.2.3.2
7298	MA1575.1	THRB(var.2)	JASPAR2020	2.1.2.3.2
7299	MA1576.1	THRB(var.3)	JASPAR2020	2.1.2.3.2
7300	MA1577.1	TLX2	JASPAR2020	3.1.2.21.2
7301	MA0106.3	TP53	JASPAR2020	6.3.1.0.1
7302	MA0525.2	TP63	JASPAR2020	6.3.1.0.2
7303	MA0861.1	TP73	JASPAR2020	6.3.1.0.3
7304	MA1123.2	TWIST1	JASPAR2020	1.2.3.2.1
7305	MA0633.1	Twist2	JASPAR2020	1.2.3.2.2
7306	MA0721.1	UNCX	JASPAR2020	3.1.3.27.1
7307	MA0093.3	USF1	JASPAR2020	1.2.6.2.1
7308	MA0526.3	USF2	JASPAR2020	1.2.6.2.2
7309	MA0722.1	VAX1	JASPAR2020	3.1.2.22.1
7310	MA0723.1	VAX2	JASPAR2020	3.1.2.22.2
7311	MA0693.2	VDR	JASPAR2020	2.1.2.4.1
7312	MA0724.1	VENTX	JASPAR2020	3.1.2.23.1
7313	MA1578.1	VEZF1	JASPAR2020	2.3.4.8.2
7314	MA0725.1	VSX1	JASPAR2020	3.1.3.28.1
7315	MA0726.1	VSX2	JASPAR2020	3.1.3.28.2
7316	MA1627.1	Wt1	JASPAR2020	2.3.3.0.21
7317	MA0844.1	XBP1	JASPAR2020	1.1.5.0.1
7318	MA0095.2	YY1	JASPAR2020	2.3.3.9.1
7319	MA0748.2	YY2	JASPAR2020	2.3.3.9.2
7320	MA0749.1	ZBED1	JASPAR2020	2.3.5.0.1
7321	MA1649.1	ZBTB12	JASPAR2020	2.3.3.11.3
7322	MA1650.1	ZBTB14	JASPAR2020	2.3.3.0.1
7323	MA0698.1	ZBTB18	JASPAR2020	2.3.3.16.1
7324	MA1579.1	ZBTB26	JASPAR2020	2.3.3.11.2
7325	MA1580.1	ZBTB32	JASPAR2020	2.3.2.1.7
7326	MA0527.1	ZBTB33	JASPAR2020	2.3.2.1.12
7327	MA1581.1	ZBTB6	JASPAR2020	2.3.3.11.1
7328	MA0750.2	ZBTB7A	JASPAR2020	2.3.3.8.1
7329	MA0694.1	ZBTB7B	JASPAR2020	2.3.3.8.2
7330	MA0695.1	ZBTB7C	JASPAR2020	2.3.3.8.3
7331	MA0103.3	ZEB1	JASPAR2020	3.1.8.3.1
7332	MA1651.1	ZFP42	JASPAR2020	2.3.3.9.3
7333	MA1583.1	ZFP57	JASPAR2020	2.3.4.0.28
7334	MA0146.2	Zfx	JASPAR2020	2.3.3.65.1
7335	MA0696.1	ZIC1	JASPAR2020	2.3.3.1.7
7336	MA1628.1	Zic1::Zic2	JASPAR2020	2.3.3.1.7::2.3.3.1.8
7337	MA1629.1	Zic2	JASPAR2020	2.3.3.1.8
7338	MA0697.1	ZIC3	JASPAR2020	2.3.3.1.9
7339	MA0751.1	ZIC4	JASPAR2020	2.3.3.1.10
7340	MA1584.1	ZIC5	JASPAR2020	2.3.3.1.11
7341	MA1585.1	ZKSCAN1	JASPAR2020	2.3.3.10.6
7342	MA1652.1	ZKSCAN5	JASPAR2020	2.3.4.0.42
7343	MA1587.1	ZNF135	JASPAR2020	2.3.3.0.202
7344	MA1588.1	ZNF136	JASPAR2020	2.3.3.33.15
7345	MA1589.1	ZNF140	JASPAR2020	2.3.3.44.4
7346	MA0088.2	ZNF143	JASPAR2020	2.3.3.28.2
7347	MA1653.1	ZNF148	JASPAR2020	2.3.3.13.1
7348	MA1654.1	ZNF16	JASPAR2020	2.3.3.0.204
7349	MA1124.1	ZNF24	JASPAR2020	2.3.3.10.1
7350	MA0528.2	ZNF263	JASPAR2020	2.3.3.0.79
7351	MA1592.1	ZNF274	JASPAR2020	2.3.3.0.6
7352	MA1630.1	Znf281	JASPAR2020	2.3.3.13.2
7353	MA1154.1	ZNF282	JASPAR2020	2.3.3.38.1
7354	MA1593.1	ZNF317	JASPAR2020	2.3.3.0.150
7355	MA1655.1	ZNF341	JASPAR2020	2.3.4.0.35
7356	MA0130.1	ZNF354C	JASPAR2020	2.3.3.0.114
7357	MA1594.1	ZNF382	JASPAR2020	2.3.4.25.5
7358	MA1125.1	ZNF384	JASPAR2020	2.3.3.37.2
7359	MA0752.1	ZNF410	JASPAR2020	2.3.3.24.2
7360	MA0116.1	Znf423	JASPAR2020	2.3.4.12.1
7361	MA1656.1	ZNF449	JASPAR2020	2.3.3.0.41
7362	MA1596.1	ZNF460	JASPAR2020	2.3.3.54.1
7363	MA1597.1	ZNF528	JASPAR2020	2.3.3.0.189
7364	MA1657.1	ZNF652	JASPAR2020	2.3.3.29.1
7365	MA1599.1	ZNF682	JASPAR2020	2.3.3.0.109
7366	MA1600.1	ZNF684	JASPAR2020	2.3.3.0.68
7367	MA0753.2	ZNF740	JASPAR2020	2.3.2.4.5
7368	MA1601.1	ZNF75D	JASPAR2020	2.3.3.6.3
7369	MA1602.1	ZSCAN29	JASPAR2020	2.3.3.19.4
7370	MA1155.1	ZSCAN4	JASPAR2020	2.3.3.5.5
7371	AHR_HUMAN.H11MO.0.B	AHR	HOCOMOCOv11	1.2.5.1.1
7372	AIRE_HUMAN.H11MO.0.C	AIRE	HOCOMOCOv11	5.3.1.0.1
7373	ALX1_HUMAN.H11MO.0.B	ALX1	HOCOMOCOv11	3.1.3.1.1
7374	ALX3_HUMAN.H11MO.0.D	ALX3	HOCOMOCOv11	3.1.3.1.2
7375	ALX4_HUMAN.H11MO.0.D	ALX4	HOCOMOCOv11	3.1.3.1.3
7376	ANDR_HUMAN.H11MO.0.A	ANDR	HOCOMOCOv11	2.1.1.1.4
7377	ANDR_HUMAN.H11MO.1.A	ANDR	HOCOMOCOv11	2.1.1.1.4
7378	ANDR_HUMAN.H11MO.2.A	ANDR	HOCOMOCOv11	2.1.1.1.4
7379	AP2A_HUMAN.H11MO.0.A	AP2A	HOCOMOCOv11	1.3.1.0.1
7380	AP2B_HUMAN.H11MO.0.B	AP2B	HOCOMOCOv11	1.3.1.0.2
7381	AP2C_HUMAN.H11MO.0.A	AP2C	HOCOMOCOv11	1.3.1.0.3
7382	AP2D_HUMAN.H11MO.0.D	AP2D	HOCOMOCOv11	1.3.1.0.4
7383	ARI3A_HUMAN.H11MO.0.D	ARI3A	HOCOMOCOv11	3.7.1.3.1
7384	ARI5B_HUMAN.H11MO.0.C	ARI5B	HOCOMOCOv11	3.7.1.5.1
7385	ARNT2_HUMAN.H11MO.0.D	ARNT2	HOCOMOCOv11	1.2.5.2.2
7386	ARNT_HUMAN.H11MO.0.B	ARNT	HOCOMOCOv11	1.2.5.2.1
7387	ARX_HUMAN.H11MO.0.D	ARX	HOCOMOCOv11	3.1.3.3.1
7388	ASCL1_HUMAN.H11MO.0.A	ASCL1	HOCOMOCOv11	1.2.2.2.1
7389	ASCL2_HUMAN.H11MO.0.D	ASCL2	HOCOMOCOv11	1.2.2.2.2
7390	ATF1_HUMAN.H11MO.0.B	ATF1	HOCOMOCOv11	1.1.7.1.2
7391	ATF2_HUMAN.H11MO.0.B	ATF2	HOCOMOCOv11	1.1.1.3.1
7392	ATF2_HUMAN.H11MO.1.B	ATF2	HOCOMOCOv11	1.1.1.3.1
7393	ATF2_HUMAN.H11MO.2.C	ATF2	HOCOMOCOv11	1.1.1.3.1
7394	ATF3_HUMAN.H11MO.0.A	ATF3	HOCOMOCOv11	1.1.2.2.1
7395	ATF4_HUMAN.H11MO.0.A	ATF4	HOCOMOCOv11	1.1.6.0.1
7396	ATF6A_HUMAN.H11MO.0.B	ATF6A	HOCOMOCOv11	1.1.7.3.1
7397	ATF7_HUMAN.H11MO.0.D	ATF7	HOCOMOCOv11	1.1.1.3.2
7398	ATOH1_HUMAN.H11MO.0.B	ATOH1	HOCOMOCOv11	1.2.3.4.8
7399	BACH1_HUMAN.H11MO.0.A	BACH1	HOCOMOCOv11	1.1.1.2.5
7400	BACH2_HUMAN.H11MO.0.A	BACH2	HOCOMOCOv11	1.1.1.2.6
7401	BARH1_HUMAN.H11MO.0.D	BARH1	HOCOMOCOv11	3.1.2.2.1
7402	BARH2_HUMAN.H11MO.0.D	BARH2	HOCOMOCOv11	3.1.2.2.2
7403	BARX1_HUMAN.H11MO.0.D	BARX1	HOCOMOCOv11	3.1.2.2.1
7404	BARX2_HUMAN.H11MO.0.D	BARX2	HOCOMOCOv11	3.1.2.2.2
7405	BATF3_HUMAN.H11MO.0.B	BATF3	HOCOMOCOv11	1.1.4.0.3
7406	BATF_HUMAN.H11MO.0.A	BATF	HOCOMOCOv11	1.1.4.0.1
7407	BATF_HUMAN.H11MO.1.A	BATF	HOCOMOCOv11	1.1.4.0.1
7408	BC11A_HUMAN.H11MO.0.A	BC11A	HOCOMOCOv11	2.3.4.15.1
7409	BCL6B_HUMAN.H11MO.0.D	BCL6B	HOCOMOCOv11	2.3.3.22.1
7410	BCL6_HUMAN.H11MO.0.A	BCL6	HOCOMOCOv11	2.3.3.22.2
7411	BHA15_HUMAN.H11MO.0.B	BHA15	HOCOMOCOv11	1.2.3.4.16
7412	BHE22_HUMAN.H11MO.0.D	BHE22	HOCOMOCOv11	1.2.3.4.11
7413	BHE23_HUMAN.H11MO.0.D	BHE23	HOCOMOCOv11	1.2.3.4.12
7414	BHE40_HUMAN.H11MO.0.A	BHE40	HOCOMOCOv11	1.2.4.1.12
7415	BHE41_HUMAN.H11MO.0.D	BHE41	HOCOMOCOv11	1.2.4.1.13
7416	BMAL1_HUMAN.H11MO.0.A	BMAL1	HOCOMOCOv11	1.2.5.2.3
7417	BPTF_HUMAN.H11MO.0.D	BPTF	HOCOMOCOv11	
