4335	Transfac_M00178_CREB	CREB	Transfac	1.1.7.1.1
4336	Transfac_M00179_CRE-BP1	CRE-BP1	Transfac	1.1.1.3.3
4337	Transfac_M00183_c-Myb	c-Myb	Transfac	3.5.1.1.1
4338	Transfac_M00184_MyoD	MyoD	Transfac	1.2.2.1.1
4339	Transfac_M00185_NF-Y	NF-Y	Transfac	4.2.1.0.1
4340	Transfac_M00186_SRF	SRF	Transfac	5.1.2.0.1
4341	Transfac_M00187_USF	USF	Transfac	1.2.6.2.1
4342	Transfac_M00188_AP-1	AP-1	Transfac	3.5.2.5.1
4343	Transfac_M00189_AP-2	AP-2	Transfac	1.3.1.0.1
4344	Transfac_M00190_C/EBP	C/EBP	Transfac	1.1.8.1.1
4345	Transfac_M00191_ER	ER	Transfac	2.1.1.2.1
4346	Transfac_M00192_GR	GR	Transfac	2.1.1.1.1
4347	Transfac_M00193_NF-1	NF-1	Transfac	7.1.2.0.1
4348	Transfac_M00194_NF-kappaB	NF-kappaB	Transfac	6.1.1.2.1
4349	Transfac_M00195_Oct-1	Oct-1	Transfac	3.1.10.2.1
4350	Transfac_M00196_Sp1	Sp1	Transfac	2.3.1.1.1
4351	Transfac_M00199_AP-1	AP-1	Transfac	3.5.2.5.1
4352	Transfac_M00201_C/EBP	C/EBP	Transfac	1.1.8.1.1
4353	Transfac_M00203_GATA-X	GATA-X	Transfac	2.2.1.1.1
4354	Transfac_M00205_GR	GR	Transfac	2.1.1.1.1
4355	Transfac_M00206_HNF-1	HNF-1	Transfac	3.1.10.7.1
4356	Transfac_M00208_NF-kappaB	NF-kappaB	Transfac	6.1.1.2.1
4357	Transfac_M00209_NF-Y	NF-Y	Transfac	4.2.1.0.1
4358	Transfac_M00210_OCT-x	OCT-x	Transfac	
4359	Transfac_M00214_SEF-1	SEF-1	Transfac	6.7.2.0.1
4360	Transfac_M00215_SRF	SRF	Transfac	5.1.2.0.1
4361	Transfac_M00216_TATA	TATA	Transfac	
4362	Transfac_M00217_USF	USF	Transfac	1.2.6.2.1
4363	Transfac_M00220_SREBP-1	SREBP-1	Transfac	1.2.6.3.1
4364	Transfac_M00221_SREBP-1	SREBP-1	Transfac	1.2.6.3.1
4365	Transfac_M00222_Hand1:E47	M00222_Hand1:E47	Transfac	1.2.3.2.3::1.2.1.0.1.2
4366	Transfac_M00223_STATx	STATx	Transfac	
4367	Transfac_M00224_STAT1	STAT1	Transfac	6.2.1.0.1
4368	Transfac_M00225_STAT3	STAT3	Transfac	6.2.1.0.3
4369	Transfac_M00228_VBP	VBP	Transfac	
4370	Transfac_M00231_MEF-2	MEF-2	Transfac	5.1.1.1.1
4371	Transfac_M00232_MEF-2	MEF-2	Transfac	5.1.1.1.1
4372	Transfac_M00233_MEF-2	MEF-2	Transfac	5.1.1.1.1
4373	Transfac_M00235_AhR:Arnt	M00235_AhR:Arnt	Transfac	1.2.5.2.1::1.2.5.1.1
4374	Transfac_M00236_Arnt	Arnt	Transfac	1.2.5.2.1
4375	Transfac_M00237_AhR:Arnt	M00237_AhR:Arnt	Transfac	1.2.5.2.1::1.2.5.1.1
4376	Transfac_M00240_Nkx2-5	Nkx2-5	Transfac	3.1.2.17.2
4377	Transfac_M00241_Nkx2-5	Nkx2-5	Transfac	3.1.2.17.2
4378	Transfac_M00242_PPARalpha:RXR-alpha	M00242_PPARalpha:RXR-alpha	Transfac	2.1.2.5.1::2.1.3.1.1
4379	Transfac_M00243_Egr1	Egr1	Transfac	2.3.1.3.1
4380	Transfac_M00244_NGFI-C	NGFI-C	Transfac	2.3.1.3.4
4381	Transfac_M00245_Egr-3	Egr-3	Transfac	2.3.1.3.3
4382	Transfac_M00246_Egr-2	Egr-2	Transfac	2.3.1.3.2
4383	Transfac_M00248_Oct-1	Oct-1	Transfac	3.1.10.2.1
4384	Transfac_M00249_CHOP:C/EBPalpha	M00249_CHOP:C/EBPalpha	Transfac	1.1.8.1.6::1.1.8.1.1
4385	Transfac_M00250_Gfi-1	Gfi-1	Transfac	2.3.3.21.1
4386	Transfac_M00251_XBP-1	XBP-1	Transfac	1.1.5.0.1
4387	Transfac_M00252_TATA	TATA	Transfac	
4388	Transfac_M00256_NRSF	NRSF	Transfac	2.3.4.0.27
4389	Transfac_M00257_RREB-1	RREB-1	Transfac	2.3.4.0.15
4390	Transfac_M00258_ISRE	ISRE	Transfac	
4391	Transfac_M00260_HLF	HLF	Transfac	1.1.8.2.2
4392	Transfac_M00261_Olf-1	Olf-1	Transfac	
4393	Transfac_M00262_Staf	Staf	Transfac	2.3.3.28.2
4394	Transfac_M00264_Staf	Staf	Transfac	2.3.3.28.2
4395	Transfac_M00267_XFD-1	XFD-1	Transfac	
4396	Transfac_M00268_XFD-2	XFD-2	Transfac	
4397	Transfac_M00269_XFD-3	XFD-3	Transfac	
4398	Transfac_M00271_AML-1a	AML-1a	Transfac	6.4.1.0.2.1
4399	Transfac_M00272_p53	p53	Transfac	6.3.1.0.1
4400	Transfac_M00277_Lmo2_complex	Lmo2_complex	Transfac	
4401	Transfac_M00278_Lmo2_complex	Lmo2_complex	Transfac	
4402	Transfac_M00279_MIF-1	MIF-1	Transfac	
4403	Transfac_M00280_RFX1	RFX1	Transfac	3.3.3.0.1
4404	Transfac_M00281_RFX1	RFX1	Transfac	3.3.3.0.1
4405	Transfac_M00284_TCF11:MafG	M00284_TCF11:MafG	Transfac	1.1.1.2.2::1.1.3.2.2
4406	Transfac_M00285_TCF11	TCF11	Transfac	1.1.1.2.2
4407	Transfac_M00287_NF-Y	NF-Y	Transfac	4.2.1.0.1
4408	Transfac_M00289_HFH-3	HFH-3	Transfac	
4409	Transfac_M00290_Freac-2	Freac-2	Transfac	3.3.1.6.2
4410	Transfac_M00291_Freac-3	Freac-3	Transfac	3.3.1.3.1
4411	Transfac_M00292_Freac-4	Freac-4	Transfac	3.3.1.4.1
4412	Transfac_M00293_Freac-7	Freac-7	Transfac	3.3.1.12.1
4413	Transfac_M00294_HFH-8	HFH-8	Transfac	
4414	Transfac_M00302_NF-AT	NF-AT	Transfac	6.1.3.0.1
4415	Transfac_M00322_c-Myc:Max	M00322_c-Myc:Max	Transfac	1.2.6.5.1::1.2.6.5.5
4416	Transfac_M00325_neural-restr.-silencer-element	M00325_neural-restr.-silencer-element	Transfac	
4417	Transfac_M00326_Pax-1	Pax-1	Transfac	3.2.2.1.1
4418	Transfac_M00327_Pax-3	Pax-3	Transfac	3.2.1.1.1.1
4419	Transfac_M00328_Pax-8	Pax-8	Transfac	3.2.2.2.3
4420	Transfac_M00329_Pax-9	Pax-9	Transfac	3.2.2.1.2
4421	Transfac_M00332_Whn	Whn	Transfac	3.3.1.14.1
4422	Transfac_M00333_ZF5	ZF5	Transfac	
4423	Transfac_M00338_ATF	ATF	Transfac	1.1.4.0.1
4424	Transfac_M00339_c-Ets-1	c-Ets-1	Transfac	3.5.2.1.1
4425	Transfac_M00340_c-Ets-2	c-Ets-2	Transfac	3.5.2.1.2
4426	Transfac_M00341_GABP	GABP	Transfac	3.5.2.1.4
4427	Transfac_M00342_Oct-1	Oct-1	Transfac	3.1.10.2.1
4428	Transfac_M00346_GATA-1	GATA-1	Transfac	2.2.1.1.1
4429	Transfac_M00347_GATA-1	GATA-1	Transfac	2.2.1.1.1
4430	Transfac_M00348_GATA-2	GATA-2	Transfac	2.2.1.1.2
4431	Transfac_M00349_GATA-2	GATA-2	Transfac	2.2.1.1.2
4432	Transfac_M00350_GATA-3	GATA-3	Transfac	2.2.1.1.3
4433	Transfac_M00351_GATA-3	GATA-3	Transfac	2.2.1.1.3
4434	Transfac_M00360_Pax-3	Pax-3	Transfac	3.2.1.1.1.1
4435	Transfac_M00373_Pax-4	Pax-4	Transfac	3.2.1.2.1
4436	Transfac_M00377_Pax-4	Pax-4	Transfac	3.2.1.2.1
4437	Transfac_M00378_Pax-4	Pax-4	Transfac	3.2.1.2.1
4438	Transfac_M00380_Pax-4	Pax-4	Transfac	3.2.1.2.1
4439	Transfac_M00394_Msx-1	Msx-1	Transfac	3.1.2.11.1
4440	Transfac_M00395_HOXA3	HOXA3	Transfac	3.1.1.3.1
4441	Transfac_M00396_En-1	En-1	Transfac	3.1.2.7.1
4442	Transfac_M00403_aMEF-2	aMEF-2	Transfac	5.1.1.1.1
4443	Transfac_M00405_MEF-2	MEF-2	Transfac	5.1.1.1.1
4444	Transfac_M00406_MEF-2	MEF-2	Transfac	5.1.1.1.1
4445	Transfac_M00407_RSRFC4	RSRFC4	Transfac	5.1.1.1.1
4446	Transfac_M00410_SOX-9	SOX-9	Transfac	4.1.1.5.2
4447	Transfac_M00411_HNF-4alpha1	HNF-4alpha1	Transfac	2.1.3.2.1.1
4448	Transfac_M00412_AREB6	AREB6	Transfac	
4449	Transfac_M00413_AREB6	AREB6	Transfac	
4450	Transfac_M00414_AREB6	AREB6	Transfac	
4451	Transfac_M00415_AREB6	AREB6	Transfac	
4452	Transfac_M00416_Cart-1	Cart-1	Transfac	3.1.3.1.1
4453	Transfac_M00418_TGIF	TGIF	Transfac	3.1.4.6.1
4454	Transfac_M00419_MEIS1	MEIS1	Transfac	3.1.4.2.1
4455	Transfac_M00420_MEIS1A:HOXA9	M00420_MEIS1A:HOXA9	Transfac	3.1.4.2.1::3.1.1.8.1
4456	Transfac_M00421_MEIS1B:HOXA9	M00421_MEIS1B:HOXA9	Transfac	3.1.4.2.1::3.1.1.8.1
4457	Transfac_M00422_FOXJ2	FOXJ2	Transfac	3.3.1.10.2
4458	Transfac_M00423_FOXJ2	FOXJ2	Transfac	3.3.1.10.2
4459	Transfac_M00424_NKX6-1	NKX6-1	Transfac	3.1.2.19.1
4460	Transfac_M00425_E2F	E2F	Transfac	3.3.2.1.1
4461	Transfac_M00426_E2F	E2F	Transfac	3.3.2.1.1
4462	Transfac_M00427_E2F	E2F	Transfac	3.3.2.1.1
4463	Transfac_M00428_E2F-1	E2F-1	Transfac	3.3.2.1.1
4464	Transfac_M00430_E2F-1	E2F-1	Transfac	3.3.2.1.1
4465	Transfac_M00431_E2F-1	E2F-1	Transfac	3.3.2.1.1
4466	Transfac_M00432_TTF1	TTF1	Transfac	3.1.2.14.1
4467	Transfac_M00433_Hmx3	Hmx3	Transfac	3.1.2.18.3
4468	Transfac_M00436_IPF1	IPF1	Transfac	3.1.1.15.1
4469	Transfac_M00437_CHX10	CHX10	Transfac	
4470	Transfac_M00444_VDR	VDR	Transfac	2.1.2.4.1
4471	Transfac_M00445_Xvent-1	Xvent-1	Transfac	
4472	Transfac_M00446_Spz1	Spz1	Transfac	
4473	Transfac_M00447_AR	AR	Transfac	2.1.1.1.4
4474	Transfac_M00448_Zic1	Zic1	Transfac	2.3.3.1.7
4475	Transfac_M00449_Zic2	Zic2	Transfac	2.3.3.1.8
4476	Transfac_M00450_Zic3	Zic3	Transfac	2.3.3.1.9
4477	Transfac_M00451_NKX3A	NKX3A	Transfac	3.1.2.16.1
4478	Transfac_M00453_IRF-7	IRF-7	Transfac	3.5.3.0.7
4479	Transfac_M00454_MRF-2	MRF-2	Transfac	3.7.1.5.2
4480	Transfac_M00456_FAC1	FAC1	Transfac	
4481	Transfac_M00457_STAT5A_(homodimer)	M00457_STAT5A_(homodimer)	Transfac	6.2.1.0.5
4482	Transfac_M00459_STAT5B_(homodimer)	M00459_STAT5B_(homodimer)	Transfac	6.2.1.0.6
4483	Transfac_M00460_STAT5A_(homotetramer)	M00460_STAT5A_(homotetramer)	Transfac	6.2.1.0.5
4484	Transfac_M00462_GATA-6	GATA-6	Transfac	2.2.1.1.6
4485	Transfac_M00463_POU3F2	POU3F2	Transfac	3.1.10.3.2
4486	Transfac_M00464_POU3F2	POU3F2	Transfac	3.1.10.3.2
4487	Transfac_M00465_POU6F1	POU6F1	Transfac	3.1.10.6.1
4488	Transfac_M00466_HIF-1	HIF-1	Transfac	1.2.5.1.5
4489	Transfac_M00467_Roaz	Roaz	Transfac	
4490	Transfac_M00468_AP-2rep	AP-2rep	Transfac	2.3.1.2.12
4491	Transfac_M00469_AP-2alpha	AP-2alpha	Transfac	1.3.1.0.1
4492	Transfac_M00470_AP-2gamma	AP-2gamma	Transfac	1.3.1.0.3
4493	Transfac_M00471_TBP	TBP	Transfac	8.1.1.0.1
4494	Transfac_M00472_FOXO4	FOXO4	Transfac	3.3.1.15.3
4495	Transfac_M00473_FOXO1	FOXO1	Transfac	3.3.1.15.1
4496	Transfac_M00474_FOXO1	FOXO1	Transfac	3.3.1.15.1
4497	Transfac_M00476_FOXO4	FOXO4	Transfac	3.3.1.15.3
4498	Transfac_M00477_FOXO3	FOXO3	Transfac	3.3.1.15.2
4499	Transfac_M00478_Cdc5	Cdc5	Transfac	3.5.1.1.4
4500	Transfac_M00480_LUN-1*	M00480_LUN-1*	Transfac	
4501	Transfac_M00481_AR	AR	Transfac	2.1.1.1.4
4502	Transfac_M00482_PITX2	PITX2	Transfac	3.1.3.19.2
4503	Transfac_M00483_ATF6	ATF6	Transfac	1.1.7.3.1
4504	Transfac_M00484_Ncx	Ncx	Transfac	3.1.2.21.2
4505	Transfac_M00485_Nkx2-2	Nkx2-2	Transfac	3.1.2.15.1
4506	Transfac_M00486_Pax-2	Pax-2	Transfac	3.2.2.2.1
4507	Transfac_M00489_Nkx6-2	Nkx6-2	Transfac	3.1.2.19.2
4508	Transfac_M00490_Bach2	Bach2	Transfac	1.1.1.2.6
4509	Transfac_M00491_MAZR	MAZR	Transfac	2.3.4.8.1
4510	Transfac_M00492_STAT1	STAT1	Transfac	6.2.1.0.1
4511	Transfac_M00493_STAT5A	STAT5A	Transfac	6.2.1.0.5
4512	Transfac_M00494_STAT6	STAT6	Transfac	6.2.1.0.7
4513	Transfac_M00495_Bach1	Bach1	Transfac	1.1.1.2.5
4514	Transfac_M00496_STAT1	STAT1	Transfac	6.2.1.0.1
4515	Transfac_M00497_STAT3	STAT3	Transfac	6.2.1.0.3
4516	Transfac_M00498_STAT4	STAT4	Transfac	6.2.1.0.4
4517	Transfac_M00499_STAT5A	STAT5A	Transfac	6.2.1.0.5
4518	Transfac_M00500_STAT6	STAT6	Transfac	6.2.1.0.7
4519	Transfac_M00510_Lhx3	Lhx3	Transfac	3.1.5.4.1
4520	Transfac_M00511_ERR_alpha	ERR_alpha	Transfac	2.1.1.2.3
4521	Transfac_M00512_PPARG	PPARG	Transfac	2.1.2.5.3
4522	Transfac_M00513_ATF3	ATF3	Transfac	1.1.2.2.1
4523	Transfac_M00514_ATF4	ATF4	Transfac	1.1.6.0.1
4524	Transfac_M00515_PPARG	PPARG	Transfac	2.1.2.5.3
4525	Transfac_M00516_E2F	E2F	Transfac	3.3.2.1.1
4526	Transfac_M00517_AP-1	AP-1	Transfac	3.5.2.5.1
4527	Transfac_M00518_PPARalpha:RXR-alpha	M00518_PPARalpha:RXR-alpha	Transfac	2.1.2.5.1::2.1.3.1.1
4528	Transfac_M00526_GCNF	GCNF	Transfac	2.1.6.0.1
4529	Transfac_M00528_PPAR	PPAR	Transfac	2.1.2.5.1
4530	Transfac_M00531_NERF1a	NERF1a	Transfac	3.5.2.3.2
4531	Transfac_M00532_RP58	RP58	Transfac	2.3.3.16.1
4532	Transfac_M00538_HTF	HTF	Transfac	2.3.3.0.198
4533	Transfac_M00539_Arnt	Arnt	Transfac	1.2.5.2.1
4534	Transfac_M00615_c-Myc:Max	M00615_c-Myc:Max	Transfac	1.2.6.5.1::1.2.6.5.5
4535	Transfac_M00616_AFP1	AFP1	Transfac	3.1.8.5.2
4536	Transfac_M00619_Alx-4	Alx-4	Transfac	3.1.3.1.3
4537	Transfac_M00621_C/EBPdelta	C/EBPdelta	Transfac	1.1.8.1.4
4538	Transfac_M00622_C/EBPgamma	C/EBPgamma	Transfac	1.1.8.1.3
4539	Transfac_M00623_Crx	Crx	Transfac	3.1.3.17.3
4540	Transfac_M00624_DBP	DBP	Transfac	1.1.8.2.1
4541	Transfac_M00626_RFX1_(EF-C)	M00626_RFX1_(EF-C)	Transfac	3.3.3.0.1
4542	Transfac_M00630_FOXM1	FOXM1	Transfac	3.3.1.13.1
4543	Transfac_M00631_FXR/RXR-alpha	FXR/RXR-alpha	Transfac	2.1.2.7.3::2.1.3.1.1
4544	Transfac_M00632_GATA-4	GATA-4	Transfac	2.2.1.1.4
4545	Transfac_M00634_GCM	GCM	Transfac	7.2.1.0.1
4546	Transfac_M00638_HNF-4alpha	HNF-4alpha	Transfac	2.1.3.2.1
4547	Transfac_M00639_HNF-6	HNF-6	Transfac	3.1.9.1.1
4548	Transfac_M00640_HOXA4	HOXA4	Transfac	3.1.1.4.1
4549	Transfac_M00641_HSF	HSF	Transfac	3.4.1.0.1
4550	Transfac_M00644_LBP-1	LBP-1	Transfac	6.7.2.0.3
4551	Transfac_M00646_LF-A1	LF-A1	Transfac	
4552	Transfac_M00647_LXR	LXR	Transfac	2.1.2.7.1
4553	Transfac_M00648_MAF	MAF	Transfac	1.1.3.1.1
4554	Transfac_M00649_MAZ	MAZ	Transfac	2.3.4.8.1
4555	Transfac_M00650_MTF-1	MTF-1	Transfac	2.3.3.24.1
4556	Transfac_M00651_NF-muE1	NF-muE1	Transfac	
4557	Transfac_M00652_Nrf-1	Nrf-1	Transfac	0.0.6.0.1
4558	Transfac_M00655_PEA3	PEA3	Transfac	3.5.2.2.5
4559	Transfac_M00657_PTF1-beta	PTF1-beta	Transfac	1.2.3.2.7
4560	Transfac_M00658_PU.1	M00658_PU.1	Transfac	3.5.2.5.1
4561	Transfac_M00665_Sp3	Sp3	Transfac	2.3.1.1.3
4562	Transfac_M00671_TCF-4	TCF-4	Transfac	1.2.1.0.2
4563	Transfac_M00672_TEF	TEF	Transfac	1.1.8.2.3
4564	Transfac_M00678_Tel-2	Tel-2	Transfac	3.5.2.6.2
4565	Transfac_M00684_XPF-1	XPF-1	Transfac	
4566	Transfac_M00687_alpha-CP1	alpha-CP1	Transfac	4.2.1.0.1
4567	Transfac_M00690_AP-3	AP-3	Transfac	
4568	Transfac_M00691_ATF-1	ATF-1	Transfac	1.1.7.1.2
4569	Transfac_M00692_Antp	Antp	Transfac	
4570	Transfac_M00693_E12	E12	Transfac	1.2.1.0.1.1
4571	Transfac_M00694_E4F1	E4F1	Transfac	2.3.4.0.74
4572	Transfac_M00695_ETF	ETF	Transfac	
4573	Transfac_M00698_HEB	HEB	Transfac	1.2.1.0.3
4574	Transfac_M00699_ICSBP	ICSBP	Transfac	3.5.3.0.8
4575	Transfac_M00701_SMAD-3	SMAD-3	Transfac	7.1.1.1.3
4576	Transfac_M00704_TEF-1	TEF-1	Transfac	3.6.1.0.1
4577	Transfac_M00706_TFII-I	TFII-I	Transfac	
4578	Transfac_M00707_TFIIA	TFIIA	Transfac	2.3.3.0.75
4579	Transfac_M00712_myogenin	myogenin	Transfac	1.2.2.1.2
4580	Transfac_M00716_ZF5	ZF5	Transfac	
4581	Transfac_M00717_Pax-8	Pax-8	Transfac	3.2.2.2.3
4582	Transfac_M00720_CAC-binding_protein	CAC-binding_protein	Transfac	
4583	Transfac_M00721_CACCC-binding_factor	CACCC-binding_factor	Transfac	2.3.3.13.1
4584	Transfac_M00722_core-binding_factor	core-binding_factor	Transfac	
4585	Transfac_M00724_HNF-3alpha	HNF-3alpha	Transfac	3.3.1.1.1
4586	Transfac_M00725_HP1_site_factor	HP1_site_factor	Transfac	
4587	Transfac_M00726_USF2	USF2	Transfac	1.2.6.2.2
4588	Transfac_M00727_SF-1	SF-1	Transfac	2.1.5.0.1
4589	Transfac_M00729_Cdx-2	Cdx-2	Transfac	3.1.1.9.2
4590	Transfac_M00731_Osf2	Osf2	Transfac	2.3.3.0.9
4591	Transfac_M00733_SMAD-4	SMAD-4	Transfac	7.1.1.2.1
4592	Transfac_M00734_CIZ	CIZ	Transfac	2.3.3.37.2
4593	Transfac_M00736_E2F-1:DP-1	M00736_E2F-1:DP-1	Transfac	3.3.2.1.1::3.3.2.2.1
4594	Transfac_M00737_E2F-1:DP-2	M00737_E2F-1:DP-2	Transfac	3.3.2.1.1::3.3.2.2.2
4595	Transfac_M00738_E2F-4:DP-1	M00738_E2F-4:DP-1	Transfac	3.3.2.1.4::3.3.2.2.1
4596	Transfac_M00739_E2F-4:DP-2	M00739_E2F-4:DP-2	Transfac	3.3.2.1.4::3.3.2.2.2
4597	Transfac_M00740_Rb:E2F-1:DP-1	M00740_Rb:E2F-1:DP-1	Transfac	3.3.2.1.1::3.3.2.2.1
4598	Transfac_M00742_HFH-4	HFH-4	Transfac	3.3.1.10.1
4599	Transfac_M00743_c-Ets-1_68	c-Ets-1_68	Transfac	3.5.2.1.1
4600	Transfac_M00744_POU1F1	POU1F1	Transfac	3.1.10.1.1
4601	Transfac_M00746_ELF-1	ELF-1	Transfac	3.5.2.3.1
4602	Transfac_M00747_IRF1	IRF1	Transfac	3.5.3.0.1
4603	Transfac_M00749_SREBP-1	SREBP-1	Transfac	1.2.6.3.1
4604	Transfac_M00750_HMG_IY	HMG_IY	Transfac	8.2.1.0.1
4605	Transfac_M00751_AML1	AML1	Transfac	6.4.1.0.2
4606	Transfac_M00761_p53_decamer	p53_decamer	Transfac	6.3.1.0.1
4607	Transfac_M00762_PPAR/HNF-4/COUP/RAR	PPAR/HNF-4/COUP/RAR	Transfac	2.1.2.5.1::2.1.3.2.1
4608	Transfac_M00763_PPAR_direct_repeat_1	PPAR_direct_repeat_1	Transfac	2.1.2.5.1
4609	Transfac_M00764_HNF-4_direct_repeat_1	HNF-4_direct_repeat_1	Transfac	2.1.3.2.1
4610	Transfac_M00765_COUP_direct_repeat_1	COUP_direct_repeat_1	Transfac	2.1.3.5.1
4611	Transfac_M00766_LXR_direct_repeat_4	LXR_direct_repeat_4	Transfac	2.1.2.7.1
4612	Transfac_M00767_FXR_inverted_repeat_1	FXR_inverted_repeat_1	Transfac	2.1.2.7.3
4613	Transfac_M00769_AML	AML	Transfac	6.4.1.0.2
4614	Transfac_M00770_C/EBP	C/EBP	Transfac	1.1.8.1.1
4615	Transfac_M00771_ETS	ETS	Transfac	3.5.2.1.1
4616	Transfac_M00772_IRF	IRF	Transfac	3.5.3.0.1
4617	Transfac_M00773_MYB	MYB	Transfac	3.5.1.1.1
4618	Transfac_M00774_NF-kappaB	NF-kappaB	Transfac	6.1.1.2.1
4619	Transfac_M00775_NF-Y	NF-Y	Transfac	4.2.1.0.1
4620	Transfac_M00776_SREBP	SREBP	Transfac	1.2.6.3.1
4621	Transfac_M00777_STAT	STAT	Transfac	6.2.1.0.1
4622	Transfac_M00778_AhR	AhR	Transfac	1.2.5.1.1
4623	Transfac_M00789_GATA	GATA	Transfac	2.2.1.1.1
4624	Transfac_M00790_HNF-1	HNF-1	Transfac	3.1.10.7.1
4625	Transfac_M00791_HNF-3	HNF-3	Transfac	3.3.1.1.1
4626	Transfac_M00792_SMAD	SMAD	Transfac	7.1.1.1.1
4627	Transfac_M00793_YY1	YY1	Transfac	2.3.3.9.1
4628	Transfac_M00794_TTF-1	TTF-1	Transfac	3.1.2.14.1
4629	Transfac_M00795_Octamer	Octamer	Transfac	
4630	Transfac_M00796_USF	USF	Transfac	1.2.6.2.1
4631	Transfac_M00797_HIF-1	HIF-1	Transfac	1.2.5.1.5
4632	Transfac_M00799_Myc	Myc	Transfac	1.2.6.5.1
4633	Transfac_M00800_AP-2	AP-2	Transfac	1.3.1.0.1
4634	Transfac_M00801_CREB	CREB	Transfac	1.1.7.1.1
4635	Transfac_M00802_Pit-1	Pit-1	Transfac	3.1.10.1.1
4636	Transfac_M00803_E2F	E2F	Transfac	3.3.2.1.1
4637	Transfac_M00804_E2A	E2A	Transfac	1.2.1.0.1
4638	Transfac_M00805_LEF1	LEF1	Transfac	4.1.3.0.4
4639	Transfac_M00806_NF-1	NF-1	Transfac	7.1.2.0.1
4640	Transfac_M00807_EGR	EGR	Transfac	2.3.1.3.1
4641	Transfac_M00808_Pax	Pax	Transfac	3.2.2.1.1
4642	Transfac_M00809_FOX	FOX	Transfac	3.3.1.15.1
4643	Transfac_M00810_SRF	SRF	Transfac	5.1.2.0.1
4644	Transfac_M00821_Nrf2	Nrf2	Transfac	1.1.1.2.3
4645	Transfac_M00912_C_EBP	C_EBP	Transfac	1.1.8.1.1
4646	Transfac_M00913_MYB	MYB	Transfac	3.5.1.1.1
4647	Transfac_M00915_AP-2	AP-2	Transfac	1.3.1.0.1
4648	Transfac_M00916_CREB	CREB	Transfac	1.1.7.1.1
4649	Transfac_M00917_CREB	CREB	Transfac	1.1.7.1.1
4650	Transfac_M00918_E2F	E2F	Transfac	3.3.2.1.1
4651	Transfac_M00919_E2F	E2F	Transfac	3.3.2.1.1
4652	Transfac_M00920_E2F	E2F	Transfac	3.3.2.1.1
4653	Transfac_M00921_GR	GR	Transfac	2.1.1.1.1
4654	Transfac_M00922_SRF	SRF	Transfac	5.1.2.0.1
4655	Transfac_M00924_AP-1	AP-1	Transfac	3.5.2.5.1
4656	Transfac_M00925_AP-1	AP-1	Transfac	3.5.2.5.1
4657	Transfac_M00926_AP-1	AP-1	Transfac	3.5.2.5.1
4658	Transfac_M00927_AP-4	AP-4	Transfac	1.2.6.4.1
4659	Transfac_M00929_MyoD	MyoD	Transfac	1.2.2.1.1
4660	Transfac_M00930_Oct-1	Oct-1	Transfac	3.1.10.2.1
4661	Transfac_M00931_Sp-1	Sp-1	Transfac	2.3.1.1.1
4662	Transfac_M00932_Sp-1	Sp-1	Transfac	2.3.1.1.1
4663	Transfac_M00933_Sp-1	Sp-1	Transfac	2.3.1.1.1
4664	Transfac_M00935_NF-AT	NF-AT	Transfac	6.1.3.0.1
4665	Transfac_M00938_E2F-1	E2F-1	Transfac	3.3.2.1.1
4666	Transfac_M00939_E2F-1	E2F-1	Transfac	3.3.2.1.1
4667	Transfac_M00940_E2F-1	E2F-1	Transfac	3.3.2.1.1
4668	Transfac_M00941_MEF-2	MEF-2	Transfac	5.1.1.1.1
4669	Transfac_M00947_CP2/LBP-1c/LSF	CP2/LBP-1c/LSF	Transfac	6.7.2.0.1
4670	Transfac_M00953_AR	AR	Transfac	2.1.1.1.4
4671	Transfac_M00954_PR	PR	Transfac	2.1.1.1.3
4672	Transfac_M00955_GR	GR	Transfac	2.1.1.1.1
4673	Transfac_M00956_AR	AR	Transfac	2.1.1.1.4
4674	Transfac_M00957_PR	PR	Transfac	2.1.1.1.3
4675	Transfac_M00959_ER	ER	Transfac	2.1.1.2.1
4676	Transfac_M00960_PR/GR	PR/GR	Transfac	2.1.1.1.3
4677	Transfac_M00961_VDR	VDR	Transfac	2.1.2.4.1
4678	Transfac_M00962_AR	AR	Transfac	2.1.1.1.4
4679	Transfac_M00963_T3R	T3R	Transfac	2.1.2.2.1
4680	Transfac_M00964_PXR/CAR/LXR/FXR	PXR/CAR/LXR/FXR	Transfac	2.1.2.4.2
4681	Transfac_M00965_LXR/PXR/CAR/COUP/RAR	LXR/PXR/CAR/COUP/RAR	Transfac	2.1.2.7.1::2.1.2.4.2::2.1.2.4.3::2.1.3.1.1
4682	Transfac_M00966_VDR/CAR/PXR	VDR/CAR/PXR	Transfac	2.1.3.1.1::2.1.2.4.1
4683	Transfac_M00967_HNF4/COUP	HNF4/COUP	Transfac	2.1.3.2.1
4684	Transfac_M00971_Ets	Ets	Transfac	3.5.2.1.1
4685	Transfac_M00972_IRF	IRF	Transfac	3.5.3.0.1
4686	Transfac_M00973_E2A	E2A	Transfac	1.2.1.0.1
4687	Transfac_M00974_SMAD	SMAD	Transfac	7.1.1.1.1
4688	Transfac_M00975_RFX	RFX	Transfac	3.3.3.0.1
4689	Transfac_M00976_AHRHIF	AHRHIF	Transfac	
4690	Transfac_M00977_EBF	EBF	Transfac	6.1.5.0.1
4691	Transfac_M00978_LEF1TCF1	LEF1TCF1	Transfac	4.1.3.0.4
