1	245	peak-files/dm/modENCODE/ENCFF068HKK.bed.gz	At100/dm/insv/ENCFF068HKK.posneg
2	289	peak-files/dm/modENCODE/ENCFF004BZT.bed.gz	At100/dm/pan/ENCFF004BZT.posneg
3	299	peak-files/dm/modENCODE/ENCFF058MHE.bed.gz	At100/dm/prd/ENCFF058MHE.posneg
4	134	peak-files/dm/modENCODE/ENCFF342BWT.bed.gz	At100/dm/CG8478/ENCFF342BWT.posneg
5	289	peak-files/dm/modENCODE/ENCFF118OVG.bed.gz	At100/dm/pan/ENCFF118OVG.posneg
6	196	peak-files/dm/modENCODE/ENCFF755AJU.bed.gz	At100/dm/eve/ENCFF755AJU.posneg
7	253	peak-files/dm/modENCODE/ENCFF048PDV.bed.gz	At100/dm/lola/ENCFF048PDV.posneg
8	239	peak-files/dm/modENCODE/ENCFF889JIG.bed.gz	At100/dm/Hr78/ENCFF889JIG.posneg
9	329	peak-files/dm/modENCODE/ENCFF405RLC.bed.gz	At100/dm/SuH/ENCFF405RLC.posneg
10	270	peak-files/dm/modENCODE/ENCFF409EHG.bed.gz	At100/dm/Myc/ENCFF409EHG.posneg
11	308	peak-files/dm/modENCODE/ENCFF213TNU.bed.gz	At100/dm/sc/ENCFF213TNU.posneg
12	243	peak-files/dm/modENCODE/ENCFF695NUV.bed.gz	At100/dm/hth/ENCFF695NUV.posneg
13	223	peak-files/dm/modENCODE/ENCFF803TRO.bed.gz	At100/dm/h/ENCFF803TRO.posneg
14	332	peak-files/dm/modENCODE/ENCFF280NHA.bed.gz	At100/dm/Tbp/ENCFF280NHA.posneg
15	299	peak-files/dm/modENCODE/ENCFF573GVG.bed.gz	At100/dm/prd/ENCFF573GVG.posneg
16	271	peak-files/dm/modENCODE/ENCFF700NXM.bed.gz	At100/dm/N/ENCFF700NXM.posneg
17	148	peak-files/dm/modENCODE/ENCFF864MKA.bed.gz	At100/dm/cnc/ENCFF864MKA.posneg
18	168	peak-files/dm/modENCODE/ENCFF984YJS.bed.gz	At100/dm/Dll/ENCFF984YJS.posneg
19	164	peak-files/dm/modENCODE/ENCFF378LLQ.bed.gz	At100/dm/Dfd/ENCFF378LLQ.posneg
20	329	peak-files/dm/modENCODE/ENCFF786FZV.bed.gz	At100/dm/SuH/ENCFF786FZV.posneg
21	157	peak-files/dm/modENCODE/ENCFF008SFA.bed.gz	At100/dm/D/ENCFF008SFA.posneg
