2020-05-29 09:38:50.416012	https://www.encodeproject.org/report/?type=Experiment&status=released&assay_title=TF+ChIP-seq&target.investigated_as=transcription+factor&files.file_type=bed+narrowPeak&field=%40id&field=accession&field=target.label&field=target.genes.symbol&field=dbxrefs&replicates.library.biosample.donor.organism.scientific_name=Drosophila+melanogaster&award.rfa=modERN&limit=all
ID	Accession	Target of assay	Target gene symbol	External resources
/experiments/ENCSR291KUB/	ENCSR291KUB	Rel	Rel	FactorBook:ENCSR291KUB
/experiments/ENCSR748DHJ/	ENCSR748DHJ	tio	tio	FactorBook:ENCSR748DHJ
/experiments/ENCSR771CMI/	ENCSR771CMI	ems	ems	FactorBook:ENCSR771CMI
/experiments/ENCSR645UUT/	ENCSR645UUT	CG12219	CG12219	FactorBook:ENCSR645UUT
/experiments/ENCSR296ASC/	ENCSR296ASC	Neu2	Neu2	FactorBook:ENCSR296ASC
/experiments/ENCSR224OFQ/	ENCSR224OFQ	vri	vri	FactorBook:ENCSR224OFQ
/experiments/ENCSR295CRU/	ENCSR295CRU	MESR4	MESR4	FactorBook:ENCSR295CRU
/experiments/ENCSR795MVJ/	ENCSR795MVJ	B-H2	B-H2	FactorBook:ENCSR795MVJ
/experiments/ENCSR502JHR/	ENCSR502JHR	tup	tup	FactorBook:ENCSR502JHR
/experiments/ENCSR200GOV/	ENCSR200GOV	brk	brk	FactorBook:ENCSR200GOV
/experiments/ENCSR568EBW/	ENCSR568EBW	Camta	Camta	FactorBook:ENCSR568EBW
/experiments/ENCSR517LBX/	ENCSR517LBX	CG9797	M1BP	FactorBook:ENCSR517LBX
/experiments/ENCSR968GUV/	ENCSR968GUV	CG10669	CG10669	FactorBook:ENCSR968GUV
/experiments/ENCSR498KAT/	ENCSR498KAT	fd102C	fd102C	FactorBook:ENCSR498KAT
/experiments/ENCSR860FUA/	ENCSR860FUA	CG4854	CG4854	FactorBook:ENCSR860FUA
/experiments/ENCSR999ZCR/	ENCSR999ZCR	dm	Myc	FactorBook:ENCSR999ZCR
/experiments/ENCSR864SNW/	ENCSR864SNW	Hr51	Hr51	FactorBook:ENCSR864SNW
/experiments/ENCSR855PBX/	ENCSR855PBX	Mnt	Mnt	FactorBook:ENCSR855PBX
/experiments/ENCSR021FJA/	ENCSR021FJA	NK7.1	NK7.1	FactorBook:ENCSR021FJA
/experiments/ENCSR120TCW/	ENCSR120TCW	Atf3	Atf3	FactorBook:ENCSR120TCW
/experiments/ENCSR140RMO/	ENCSR140RMO	ab	ab	FactorBook:ENCSR140RMO
/experiments/ENCSR069AWH/	ENCSR069AWH	Side	Sidpn	FactorBook:ENCSR069AWH
/experiments/ENCSR471GSA/	ENCSR471GSA	Jra	Jra	FactorBook:ENCSR471GSA
/experiments/ENCSR373BIM/	ENCSR373BIM	shn	shn	FactorBook:ENCSR373BIM
/experiments/ENCSR141ZKI/	ENCSR141ZKI	CG1647	CG1647	FactorBook:ENCSR141ZKI
/experiments/ENCSR360YKV/	ENCSR360YKV	cnc	cnc	FactorBook:ENCSR360YKV
/experiments/ENCSR339IEZ/	ENCSR339IEZ	Pdp1	Pdp1	FactorBook:ENCSR339IEZ
/experiments/ENCSR816TQX/	ENCSR816TQX	Vsx2	Vsx2	FactorBook:ENCSR816TQX
/experiments/ENCSR770AUN/	ENCSR770AUN	luna	luna	FactorBook:ENCSR770AUN
/experiments/ENCSR239YEX/	ENCSR239YEX	Hr83	Hr83	FactorBook:ENCSR239YEX
/experiments/ENCSR392ANZ/	ENCSR392ANZ	lbe	lbe	FactorBook:ENCSR392ANZ
/experiments/ENCSR295GRP/	ENCSR295GRP	br	br	FactorBook:ENCSR295GRP
/experiments/ENCSR741KZZ/	ENCSR741KZZ	ftz-f1	ftz-f1	FactorBook:ENCSR741KZZ
/experiments/ENCSR522NJB/	ENCSR522NJB	repo	repo	FactorBook:ENCSR522NJB
/experiments/ENCSR190CJZ/	ENCSR190CJZ	CG9609	CG9609	FactorBook:ENCSR190CJZ
/experiments/ENCSR073PHL/	ENCSR073PHL	cic	cic	FactorBook:ENCSR073PHL
/experiments/ENCSR315AML/	ENCSR315AML	Hand	Hand	FactorBook:ENCSR315AML
/experiments/ENCSR390QUD/	ENCSR390QUD	sima	sima	FactorBook:ENCSR390QUD
/experiments/ENCSR471YQA/	ENCSR471YQA	Eip78C	Eip78C	FactorBook:ENCSR471YQA
/experiments/ENCSR796MDV/	ENCSR796MDV	CG17912	BuGZ	FactorBook:ENCSR796MDV
/experiments/ENCSR758FTK/	ENCSR758FTK	HLHmδ	E(spl)mdelta-HLH	FactorBook:ENCSR758FTK
/experiments/ENCSR459CZO/	ENCSR459CZO	CG4328	CG4328	FactorBook:ENCSR459CZO
/experiments/ENCSR581LRS/	ENCSR581LRS	sc	sc	FactorBook:ENCSR581LRS
/experiments/ENCSR982LVI/	ENCSR982LVI	Hr39	Hr39	FactorBook:ENCSR982LVI
/experiments/ENCSR094HIY/	ENCSR094HIY	pad	pad	FactorBook:ENCSR094HIY
/experiments/ENCSR672KPS/	ENCSR672KPS	Max	Max	FactorBook:ENCSR672KPS
/experiments/ENCSR588OSO/	ENCSR588OSO	CG17801	CG17801	FactorBook:ENCSR588OSO
/experiments/ENCSR274AAR/	ENCSR274AAR	CG8924	CG8924	FactorBook:ENCSR274AAR
/experiments/ENCSR008NYP/	ENCSR008NYP	sug	sug	FactorBook:ENCSR008NYP
/experiments/ENCSR855JSV/	ENCSR855JSV	CG8301	CG8301	FactorBook:ENCSR855JSV
/experiments/ENCSR637FPY/	ENCSR637FPY	slou	slou	FactorBook:ENCSR637FPY
/experiments/ENCSR982RGH/	ENCSR982RGH	CG13123	CG13123	FactorBook:ENCSR982RGH
/experiments/ENCSR587CWK/	ENCSR587CWK	Deaf1	Deaf1	FactorBook:ENCSR587CWK
/experiments/ENCSR085FSS/	ENCSR085FSS	NfI	NfI	FactorBook:ENCSR085FSS
/experiments/ENCSR302AQS/	ENCSR302AQS	CG4707	CG4707	FactorBook:ENCSR302AQS
/experiments/ENCSR015ZUX/	ENCSR015ZUX	E(spl)mβ-HLH	E(spl)mbeta-HLH	FactorBook:ENCSR015ZUX
/experiments/ENCSR658VWK/	ENCSR658VWK	scrt	scrt	FactorBook:ENCSR658VWK
/experiments/ENCSR810MQU/	ENCSR810MQU	Bteb2	Klf15	FactorBook:ENCSR810MQU
/experiments/ENCSR698IEF/	ENCSR698IEF	Xbp1	Xbp1	FactorBook:ENCSR698IEF
/experiments/ENCSR187IVR/	ENCSR187IVR	CG14711	CG14711	FactorBook:ENCSR187IVR
/experiments/ENCSR407MOM/	ENCSR407MOM	gcm2	gcm2	FactorBook:ENCSR407MOM
/experiments/ENCSR578RWH/	ENCSR578RWH	pzg	pzg	FactorBook:ENCSR578RWH
/experiments/ENCSR861XSB/	ENCSR861XSB	mod(mdg4)	mod(mdg4)	FactorBook:ENCSR861XSB
/experiments/ENCSR484YRI/	ENCSR484YRI	dl	dl	FactorBook:ENCSR484YRI
/experiments/ENCSR969SUB/	ENCSR969SUB	Eip93F	Eip93F	FactorBook:ENCSR969SUB
/experiments/ENCSR247CPK/	ENCSR247CPK	CG1792	CG1792	FactorBook:ENCSR247CPK
/experiments/ENCSR321YHE/	ENCSR321YHE	CG1233	CG1233	FactorBook:ENCSR321YHE
/experiments/ENCSR004RJS/	ENCSR004RJS	CG9876	CG9876	FactorBook:ENCSR004RJS
/experiments/ENCSR680NFF/	ENCSR680NFF	CG1603	CG1603	FactorBook:ENCSR680NFF
/experiments/ENCSR194LIS/	ENCSR194LIS	CG18476	CG18476	FactorBook:ENCSR194LIS
/experiments/ENCSR271VMW/	ENCSR271VMW	Hr38	Hr38	FactorBook:ENCSR271VMW
/experiments/ENCSR422PMR/	ENCSR422PMR	CG33213	CG33213	FactorBook:ENCSR422PMR
/experiments/ENCSR848GYF/	ENCSR848GYF	CG16863	CG16863	FactorBook:ENCSR848GYF
/experiments/ENCSR609RLI/	ENCSR609RLI	Mio	Mondo	FactorBook:ENCSR609RLI
/experiments/ENCSR224YOT/	ENCSR224YOT	bigmax	bigmax	FactorBook:ENCSR224YOT
/experiments/ENCSR229DNL/	ENCSR229DNL	dsf	dsf	FactorBook:ENCSR229DNL
/experiments/ENCSR504AYW/	ENCSR504AYW	Bdp1	Bdp1	FactorBook:ENCSR504AYW
/experiments/ENCSR044IDQ/	ENCSR044IDQ	CG12236	CG12236	FactorBook:ENCSR044IDQ
/experiments/ENCSR690WSD/	ENCSR690WSD	Hr46	Hr3	FactorBook:ENCSR690WSD
/experiments/ENCSR972RZE/	ENCSR972RZE	sens	sens	FactorBook:ENCSR972RZE
/experiments/ENCSR824RLH/	ENCSR824RLH	br	br	FactorBook:ENCSR824RLH
/experiments/ENCSR245UCO/	ENCSR245UCO	GATAd	GATAd	FactorBook:ENCSR245UCO
/experiments/ENCSR681RZY/	ENCSR681RZY	CG7987	CG7987	FactorBook:ENCSR681RZY
/experiments/ENCSR965XSS/	ENCSR965XSS	CG9437	hng1	FactorBook:ENCSR965XSS
/experiments/ENCSR804FUX/	ENCSR804FUX	CG5204	kmg	FactorBook:ENCSR804FUX
/experiments/ENCSR325UBZ/	ENCSR325UBZ	Su(H)	Su(H)	FactorBook:ENCSR325UBZ
/experiments/ENCSR933LXL/	ENCSR933LXL	woc	woc	FactorBook:ENCSR933LXL
/experiments/ENCSR548EHZ/	ENCSR548EHZ	foxo	foxo	FactorBook:ENCSR548EHZ
/experiments/ENCSR317SVS/	ENCSR317SVS	acj6	acj6	FactorBook:ENCSR317SVS
/experiments/ENCSR189NRY/	ENCSR189NRY	Hsf	Hsf	FactorBook:ENCSR189NRY
/experiments/ENCSR636TIL/	ENCSR636TIL	maf-S	maf-S	FactorBook:ENCSR636TIL
/experiments/ENCSR460LRT/	ENCSR460LRT	CG13624	REPTOR	FactorBook:ENCSR460LRT
/experiments/ENCSR648DJA/	ENCSR648DJA	Sry-δ	Sry-delta	FactorBook:ENCSR648DJA
/experiments/ENCSR997UIM/	ENCSR997UIM	pnt	pnt	FactorBook:ENCSR997UIM
/experiments/ENCSR681YMA/	ENCSR681YMA	pho	pho	FactorBook:ENCSR681YMA
/experiments/ENCSR504JFN/	ENCSR504JFN	eyg	eyg	FactorBook:ENCSR504JFN
/experiments/ENCSR619HLP/	ENCSR619HLP	CG8944	CG8944	FactorBook:ENCSR619HLP
/experiments/ENCSR493LWV/	ENCSR493LWV	Hmx	Hmx	FactorBook:ENCSR493LWV
/experiments/ENCSR745UIJ/	ENCSR745UIJ	Sox14	Sox14	FactorBook:ENCSR745UIJ
/experiments/ENCSR748ZJA/	ENCSR748ZJA	Dif	Dif	FactorBook:ENCSR748ZJA
/experiments/ENCSR621PCK/	ENCSR621PCK	gfzf	gfzf	FactorBook:ENCSR621PCK
/experiments/ENCSR339ZDU/	ENCSR339ZDU	dpn	dpn	FactorBook:ENCSR339ZDU
/experiments/ENCSR518FUJ/	ENCSR518FUJ	pdm3	pdm3	FactorBook:ENCSR518FUJ
/experiments/ENCSR283UXP/	ENCSR283UXP	slp2	slp2	FactorBook:ENCSR283UXP
/experiments/ENCSR791TWT/	ENCSR791TWT	CHES-1-like	CHES-1-like	FactorBook:ENCSR791TWT
/experiments/ENCSR764LDS/	ENCSR764LDS	CG8089	CG8089	FactorBook:ENCSR764LDS
/experiments/ENCSR425SCD/	ENCSR425SCD	HmgD	HmgD	FactorBook:ENCSR425SCD
/experiments/ENCSR410UOB/	ENCSR410UOB	Eip75B	Eip75B	FactorBook:ENCSR410UOB
/experiments/ENCSR572ERS/	ENCSR572ERS	CG31627	CG31627	FactorBook:ENCSR572ERS
/experiments/ENCSR570ADO/	ENCSR570ADO	sv	sv	FactorBook:ENCSR570ADO
/experiments/ENCSR855AGQ/	ENCSR855AGQ	ey	ey	FactorBook:ENCSR855AGQ
/experiments/ENCSR196VPW/	ENCSR196VPW	Hr4	Hr4	FactorBook:ENCSR196VPW
/experiments/ENCSR269HHK/	ENCSR269HHK	kay	kay	FactorBook:ENCSR269HHK
/experiments/ENCSR226MOG/	ENCSR226MOG	CG10565	CG10565	FactorBook:ENCSR226MOG
/experiments/ENCSR713PDJ/	ENCSR713PDJ	insv	insv	FactorBook:ENCSR713PDJ
/experiments/ENCSR125NWX/	ENCSR125NWX	nmo	nmo	FactorBook:ENCSR125NWX
/experiments/ENCSR476LOS/	ENCSR476LOS	Med	Med	FactorBook:ENCSR476LOS
/experiments/ENCSR168XBW/	ENCSR168XBW	CG2120	CG2120	FactorBook:ENCSR168XBW
/experiments/ENCSR153KTS/	ENCSR153KTS	trh	trh	FactorBook:ENCSR153KTS
